year,UnitID,cipcode,graduates_cnt
2005,207865,44,25
2005,208488,44,7
2005,208822,44,10
2005,209409,44,1
2005,209551,44,79
2005,209612,44,8
2005,209825,44,5
2005,210146,44,5
2005,210304,44,4
2005,210739,44,4
2005,210775,44,12
2005,211158,44,53
2005,211352,44,9
2005,211361,44,24
2005,211431,44,11
2005,211440,44,21
2005,211468,44,11
2005,211556,44,4
2005,211583,44,24
2005,212133,44,16
2005,212160,44,36
2005,212197,44,21
2005,212601,44,5
2005,212656,44,20
2005,212984,44,0
2005,213011,44,0
2005,213251,44,10
2005,213349,44,19
2005,213358,44,1
2005,213367,44,17
2005,213613,44,37
2005,213783,44,33
2005,213826,44,8
2005,213987,44,17
2005,213996,44,6
2005,214041,44,44
2005,214069,44,17
2005,214713,44,21
2005,215062,44,19
2005,215114,44,26
2005,215293,44,71
2005,215442,44,4
2005,215743,44,12
2005,215770,44,1
2005,215798,44,1
2005,215929,44,31
2005,215947,44,21
2005,216010,44,62
2005,216038,44,32
2005,216287,44,0
2005,216339,44,82
2005,216597,44,24
2005,216694,44,34
2005,216764,44,49
2005,216852,44,14
2005,217059,44,1
2005,217156,44,56
2005,217402,44,31
2005,217420,44,29
2005,217484,44,17
2005,217518,44,12
2005,217536,44,15
2005,217721,44,25
2005,217907,44,17
2005,217934,44,32
2005,218238,44,97
2005,218733,44,18
2005,218964,44,31
2005,219000,44,3
2005,219046,44,17
2005,219091,44,6
2005,219259,44,0
2005,219295,44,10
2005,219383,44,3
2005,219602,44,30
2005,219709,44,6
2005,219718,44,1
2005,219806,44,11
2005,219976,44,17
2005,220075,44,44
2005,220215,44,14
2005,220604,44,3
2005,220631,44,8
2005,220701,44,9
2005,220862,44,23
2005,220978,44,58
2005,221014,44,1
2005,221661,44,12
2005,221731,44,21
2005,221740,44,32
2005,221759,44,37
2005,221768,44,21
2005,221838,44,12
2005,221892,44,4
2005,221971,44,15
2005,221999,44,14
2005,222178,44,22
2005,223232,44,42
2005,224554,44,31
2005,225247,44,3
2005,225414,44,7
2005,225548,44,7
2005,226091,44,23
2005,226152,44,14
2005,226383,44,29
2005,226471,44,16
2005,226587,44,0
2005,226833,44,29
2005,227216,44,101
2005,227331,44,28
2005,227368,44,60
2005,227526,44,12
2005,227757,44,23
2005,227845,44,27
2005,228149,44,30
2005,228246,44,13
2005,228431,44,39
2005,228459,44,92
2005,228468,44,2
2005,228529,44,44
2005,228705,44,15
2005,228769,44,65
2005,228778,44,67
2005,228787,44,26
2005,228796,44,32
2005,228875,44,27
2005,228884,44,8
2005,229018,44,0
2005,229063,44,29
2005,229115,44,18
2005,229179,44,33
2005,229780,44,276
2005,229814,44,32
2005,230038,44,68
2005,230047,44,34
2005,230728,44,43
2005,230764,44,50
2005,230782,44,47
2005,230816,44,0
2005,230825,44,2
2005,230834,44,11
2005,230852,44,11
2005,230931,44,28
2005,231077,44,2
2005,231086,44,3
2005,231174,44,30
2005,231192,44,4
2005,231624,44,23
2005,231712,44,44
2005,232025,44,7
2005,232043,44,15
2005,232089,44,7
2005,232186,44,57
2005,232265,44,25
2005,232423,44,89
2005,232566,44,11
2005,232672,44,5
2005,232937,44,40
2005,233277,44,39
2005,233374,44,4
2005,233541,44,6
2005,233912,44,9
2005,233921,44,37
2005,234030,44,39
2005,234155,44,26
2005,234164,44,13
2005,234173,44,5
2005,234207,44,2
2005,234827,44,12
2005,235097,44,80
2005,235422,44,19
2005,236230,44,12
2005,236452,44,7
2005,236595,44,28
2005,236896,44,16
2005,236939,44,32
2005,236948,44,47
2005,237011,44,123
2005,237154,44,13
2005,237181,44,12
2005,237330,44,29
2005,237525,44,10
2005,237792,44,14
2005,237899,44,23
2005,237950,44,2
2005,238032,44,33
2005,238193,44,13
2005,238476,44,10
2005,238616,44,3
2005,239080,44,13
2005,239105,44,19
2005,239390,44,8
2005,239512,44,0
2005,239743,44,3
2005,240107,44,10
2005,240189,44,116
2005,240268,44,54
2005,240277,44,37
2005,240329,44,21
2005,240365,44,101
2005,240426,44,36
2005,240444,44,79
2005,240453,44,66
2005,240471,44,22
2005,240480,44,15
2005,240727,44,39
2005,240754,44,22
2005,241225,44,36
2005,241377,44,10
2005,241386,44,7
2005,241410,44,47
2005,241739,44,31
2005,242617,44,1
2005,242626,44,31
2005,242635,44,68
2005,242653,44,32
2005,243179,44,56
2005,243221,44,93
2005,243346,44,107
2005,243443,44,4
2005,243586,44,20
2005,243601,44,42
2005,243744,44,25
2005,245892,44,3
2005,262086,44,6
2005,363907,44,10
2005,363916,44,7
2005,372213,44,13
2005,372222,44,44
2005,377519,44,29
2005,377564,44,30
2005,380465,44,17
2005,384254,44,4
2005,405979,44,45
2005,405988,44,9
2005,405997,44,68
2005,406006,44,14
2005,406015,44,270
2005,407009,44,44
2005,409698,44,28
2005,416962,44,3
2005,419509,44,31
2005,420042,44,13
2005,428259,44,9
2005,432223,44,16
2005,432241,44,10
2005,433660,44,22
2005,438382,44,3
2005,438416,44,5
2005,441186,44,16
2005,441900,44,5
2005,445267,44,3
2005,445717,44,15
2005,100654,45,40
2005,100663,45,93
2005,100706,45,23
2005,100724,45,13
2005,100751,45,144
2005,100812,45,13
2005,100830,45,19
2005,100858,45,313
2005,100937,45,17
2005,101435,45,4
2005,101480,45,66
2005,101541,45,7
2005,101587,45,29
2005,101675,45,12
2005,101693,45,18
2005,101709,45,34
2005,101879,45,71
2005,101912,45,4
2005,102049,45,39
2005,102094,45,64
2005,102234,45,13
2005,102298,45,5
2005,102368,45,74
2005,102377,45,17
2005,102553,45,51
2005,102614,45,23
2005,102632,45,4
2005,104151,45,578
2005,104179,45,578
2005,104586,45,15
2005,104717,45,26
2005,105330,45,124
2005,105589,45,11
2005,106245,45,49
2005,106306,45,1
2005,106342,45,18
2005,106397,45,138
2005,106412,45,10
2005,106458,45,107
2005,106467,45,48
2005,106485,45,6
2005,106704,45,84
2005,107044,45,24
2005,107071,45,35
2005,107080,45,48
2005,107141,45,3
2005,107512,45,14
2005,107558,45,15
2005,107600,45,11
2005,107983,45,11
2005,109785,45,53
2005,110051,45,6
2005,110097,45,44
2005,110361,45,22
2005,110404,45,12
2005,110413,45,42
2005,110422,45,181
2005,110468,45,8
2005,110486,45,129
2005,110495,45,172
2005,110510,45,257
2005,110529,45,137
2005,110538,45,264
2005,110547,45,130
2005,110556,45,262
2005,110565,45,424
2005,110574,45,200
2005,110583,45,395
2005,110592,45,173
2005,110608,45,546
2005,110617,45,409
2005,110635,45,1643
2005,110644,45,1283
2005,110653,45,1611
2005,110662,45,2254
2005,110671,45,583
2005,110680,45,1105
2005,110705,45,973
2005,110714,45,607
2005,111948,45,55
2005,112075,45,1
2005,112260,45,127
2005,113698,45,12
2005,114813,45,5
2005,115409,45,6
2005,115728,45,13
2005,115755,45,179
2005,116846,45,5
2005,117140,45,111
2005,117627,45,2
2005,117751,45,8
2005,117946,45,142
2005,118888,45,40
2005,119058,45,5
2005,119173,45,64
2005,120184,45,24
2005,120254,45,145
2005,120537,45,6
2005,120768,45,95
2005,120865,45,3
2005,120883,45,58
2005,121150,45,98
2005,121257,45,58
2005,121309,45,35
2005,121345,45,93
2005,121691,45,90
2005,122409,45,756
2005,122436,45,206
2005,122597,45,421
2005,122612,45,154
2005,122755,45,215
2005,122931,45,175
2005,123165,45,32
2005,123554,45,53
2005,123572,45,226
2005,123651,45,37
2005,123961,45,704
2005,125727,45,61
2005,125763,45,48
2005,126182,45,31
2005,126562,45,223
2005,126580,45,178
2005,126614,45,856
2005,126669,45,13
2005,126678,45,142
2005,126775,45,32
2005,126818,45,345
2005,127060,45,111
2005,127185,45,88
2005,127556,45,59
2005,127565,45,89
2005,127741,45,228
2005,127918,45,44
2005,128106,45,168
2005,128328,45,98
2005,128391,45,52
2005,128498,45,35
2005,128744,45,9
2005,128771,45,190
2005,128902,45,168
2005,129020,45,683
2005,129215,45,125
2005,129242,45,134
2005,129525,45,28
2005,129534,45,2
2005,129941,45,2
2005,130183,45,1
2005,130226,45,87
2005,130253,45,35
2005,130314,45,9
2005,130493,45,97
2005,130590,45,163
2005,130624,45,38
2005,130697,45,233
2005,130776,45,39
2005,130794,45,356
2005,130934,45,26
2005,130943,45,581
2005,131098,45,13
2005,131159,45,552
2005,131283,45,70
2005,131399,45,29
2005,131450,45,10
2005,131469,45,931
2005,131496,45,633
2005,131520,45,134
2005,131803,45,9
2005,131876,45,17
2005,132471,45,30
2005,132602,45,20
2005,132657,45,5
2005,132903,45,283
2005,133492,45,56
2005,133526,45,2
2005,133650,45,105
2005,133669,45,338
2005,133711,45,32
2005,133951,45,341
2005,133979,45,17
2005,134079,45,39
2005,134097,45,1164
2005,134130,45,1192
2005,134945,45,47
2005,135726,45,386
2005,136172,45,164
2005,136330,45,9
2005,136950,45,181
2005,137032,45,475
2005,137351,45,943
2005,137476,45,10
2005,137546,45,36
2005,137847,45,119
2005,138275,45,0
2005,138354,45,110
2005,138600,45,75
2005,138716,45,40
2005,138789,45,48
2005,138868,45,19
2005,138947,45,48
2005,138983,45,57
2005,139144,45,40
2005,139199,45,1
2005,139205,45,10
2005,139366,45,36
2005,139393,45,13
2005,139658,45,516
2005,139719,45,2
2005,139755,45,52
2005,139764,45,13
2005,139861,45,49
2005,139931,45,89
2005,139940,45,425
2005,139959,45,684
2005,140164,45,122
2005,140234,45,4
2005,140447,45,49
2005,140553,45,81
2005,140669,45,61
2005,140696,45,22
2005,140720,45,32
2005,140818,45,54
2005,140872,45,4
2005,140960,45,31
2005,140988,45,0
2005,141060,45,160
2005,141097,45,1
2005,141264,45,92
2005,141325,45,14
2005,141334,45,162
2005,141486,45,6
2005,141565,45,79
2005,141574,45,295
2005,141644,45,37
2005,141981,45,38
2005,142115,45,136
2005,142276,45,73
2005,142285,45,119
2005,142294,45,21
2005,142328,45,11
2005,142461,45,6
2005,142522,45,71
2005,143084,45,70
2005,143118,45,4
2005,143288,45,6
2005,143358,45,69
2005,144005,45,44
2005,144050,45,497
2005,144351,45,6
2005,144740,45,228
2005,144892,45,155
2005,144962,45,52
2005,144971,45,7
2005,145336,45,2
2005,145372,45,11
2005,145600,45,265
2005,145619,45,38
2005,145637,45,734
2005,145646,45,71
2005,145691,45,22
2005,145725,45,8
2005,145813,45,322
2005,146393,45,0
2005,146427,45,73
2005,146481,45,96
2005,146612,45,9
2005,146719,45,157
2005,146825,45,1
2005,147013,45,47
2005,147244,45,17
2005,147341,45,30
2005,147536,45,3
2005,147660,45,59
2005,147679,45,17
2005,147703,45,357
2005,147767,45,639
2005,147776,45,97
2005,147828,45,30
2005,148016,45,21
2005,148131,45,5
2005,148405,45,23
2005,148487,45,66
2005,148496,45,48
2005,148584,45,9
2005,148627,45,26
2005,148654,45,40
2005,148849,45,3
2005,149222,45,141
2005,149231,45,113
2005,149505,45,7
2005,149514,45,2
2005,149772,45,112
2005,149781,45,99
2005,150066,45,19
2005,150136,45,150
2005,150145,45,10
2005,150163,45,59
2005,150172,45,0
2005,150400,45,135
2005,150455,45,36
2005,150534,45,30
2005,150604,45,36
2005,150668,45,0
2005,150677,45,1
2005,150756,45,41
2005,150941,45,6
2005,151102,45,37
2005,151111,45,82
2005,151263,45,26
2005,151306,45,78
2005,151324,45,184
2005,151333,45,6
2005,151342,45,24
2005,151351,45,558
2005,151360,45,12
2005,151379,45,25
2005,151388,45,6
2005,151777,45,12
2005,151786,45,7
2005,151801,45,12
2005,151810,45,4
2005,152080,45,482
2005,152099,45,8
2005,152248,45,77
2005,152318,45,3
2005,152363,45,11
2005,152381,45,3
2005,152390,45,38
2005,152530,45,18
2005,152567,45,5
2005,152600,45,81
2005,152673,45,29
2005,152992,45,4
2005,153001,45,37
2005,153108,45,47
2005,153126,45,1
2005,153144,45,42
2005,153162,45,70
2005,153241,45,0
2005,153250,45,2
2005,153269,45,71
2005,153278,45,5
2005,153366,45,7
2005,153375,45,3
2005,153384,45,89
2005,153603,45,277
2005,153621,45,4
2005,153658,45,555
2005,153825,45,30
2005,153834,45,57
2005,154004,45,3
2005,154013,45,5
2005,154022,45,11
2005,154095,45,237
2005,154101,45,14
2005,154235,45,36
2005,154350,45,49
2005,154493,45,127
2005,154527,45,24
2005,154590,45,24
2005,154688,45,14
2005,154712,45,20
2005,154721,45,5
2005,154749,45,3
2005,155025,45,92
2005,155061,45,32
2005,155089,45,4
2005,155317,45,440
2005,155335,45,6
2005,155399,45,359
2005,155414,45,1
2005,155511,45,4
2005,155520,45,13
2005,155627,45,2
2005,155681,45,39
2005,155812,45,5
2005,155973,45,2
2005,156082,45,28
2005,156125,45,100
2005,156189,45,11
2005,156213,45,4
2005,156286,45,30
2005,156295,45,9
2005,156356,45,1
2005,156365,45,23
2005,156408,45,64
2005,156541,45,8
2005,156620,45,80
2005,156745,45,25
2005,157058,45,5
2005,157076,45,5
2005,157085,45,323
2005,157216,45,8
2005,157289,45,220
2005,157359,45,2
2005,157386,45,81
2005,157401,45,46
2005,157447,45,127
2005,157535,45,4
2005,157757,45,1
2005,157809,45,12
2005,157818,45,36
2005,157863,45,16
2005,157951,45,267
2005,158477,45,14
2005,158802,45,37
2005,159009,45,9
2005,159391,45,409
2005,159416,45,11
2005,159568,45,3
2005,159647,45,67
2005,159656,45,82
2005,159717,45,32
2005,159939,45,108
2005,159966,45,39
2005,159993,45,19
2005,160038,45,33
2005,160065,45,10
2005,160612,45,33
2005,160621,45,42
2005,160630,45,6
2005,160658,45,52
2005,160755,45,283
2005,160904,45,34
2005,160977,45,166
2005,161004,45,174
2005,161086,45,132
2005,161217,45,14
2005,161226,45,9
2005,161235,45,12
2005,161253,45,117
2005,161341,45,2
2005,161457,45,8
2005,161518,45,8
2005,161554,45,194
2005,161563,45,0
2005,161873,45,12
2005,162007,45,86
2005,162210,45,2
2005,162283,45,14
2005,162584,45,87
2005,162654,45,44
2005,162760,45,17
2005,162928,45,247
2005,163046,45,60
2005,163204,45,63
2005,163268,45,258
2005,163286,45,1563
2005,163338,45,34
2005,163453,45,55
2005,163462,45,49
2005,163578,45,11
2005,163851,45,81
2005,163912,45,154
2005,164076,45,304
2005,164155,45,253
2005,164216,45,88
2005,164270,45,62
2005,164447,45,13
2005,164465,45,110
2005,164562,45,39
2005,164571,45,0
2005,164924,45,465
2005,164988,45,604
2005,165015,45,341
2005,165024,45,104
2005,165334,45,154
2005,165529,45,20
2005,165644,45,4
2005,165671,45,17
2005,165820,45,14
2005,165866,45,103
2005,165936,45,49
2005,166018,45,39
2005,166027,45,659
2005,166124,45,250
2005,166391,45,11
2005,166452,45,7
2005,166513,45,55
2005,166629,45,814
2005,166638,45,304
2005,166683,45,49
2005,166850,45,88
2005,166939,45,179
2005,167288,45,49
2005,167358,45,258
2005,167394,45,2
2005,167455,45,10
2005,167598,45,21
2005,167729,45,89
2005,167783,45,83
2005,167792,45,9
2005,167835,45,205
2005,167899,45,4
2005,167987,45,126
2005,167996,45,117
2005,168005,45,132
2005,168148,45,517
2005,168218,45,196
2005,168254,45,30
2005,168263,45,44
2005,168281,45,120
2005,168342,45,165
2005,168421,45,1
2005,168430,45,48
2005,168528,45,17
2005,168546,45,79
2005,168591,45,26
2005,168740,45,6
2005,168786,45,42
2005,169080,45,67
2005,169248,45,297
2005,169363,45,3
2005,169716,45,26
2005,169798,45,232
2005,169910,45,4
2005,170082,45,150
2005,170301,45,57
2005,170532,45,74
2005,170639,45,16
2005,170806,45,6
2005,170842,45,6
2005,170976,45,1156
2005,171100,45,763
2005,171128,45,14
2005,171137,45,101
2005,171146,45,59
2005,171456,45,110
2005,171571,45,157
2005,171599,45,15
2005,172051,45,37
2005,172264,45,1
2005,172334,45,30
2005,172644,45,112
2005,172699,45,224
2005,173045,45,44
2005,173124,45,26
2005,173142,45,2
2005,173160,45,31
2005,173258,45,144
2005,173300,45,75
2005,173328,45,1
2005,173647,45,108
2005,173665,45,138
2005,173902,45,166
2005,173920,45,138
2005,174020,45,18
2005,174066,45,862
2005,174233,45,183
2005,174251,45,70
2005,174358,45,50
2005,174491,45,16
2005,174747,45,46
2005,174783,45,210
2005,174792,45,99
2005,174817,45,11
2005,174844,45,124
2005,174899,45,44
2005,174914,45,116
2005,175005,45,24
2005,175078,45,17
2005,175272,45,94
2005,175342,45,31
2005,175421,45,6
2005,175430,45,3
2005,175616,45,18
2005,175856,45,28
2005,175980,45,49
2005,176017,45,152
2005,176035,45,10
2005,176044,45,15
2005,176053,45,20
2005,176080,45,79
2005,176318,45,5
2005,176372,45,75
2005,176406,45,35
2005,176479,45,4
2005,176628,45,8
2005,176789,45,2
2005,176947,45,3
2005,176965,45,44
2005,177065,45,15
2005,177144,45,5
2005,177214,45,66
2005,177339,45,25
2005,177940,45,8
2005,177968,45,73
2005,178059,45,9
2005,178244,45,5
2005,178341,45,27
2005,178369,45,3
2005,178387,45,24
2005,178396,45,271
2005,178402,45,94
2005,178411,45,8
2005,178420,45,211
2005,178615,45,87
2005,178624,45,55
2005,178697,45,4
2005,178721,45,7
2005,179043,45,39
2005,179159,45,109
2005,179326,45,21
2005,179548,45,3
2005,179557,45,49
2005,179566,45,158
2005,179867,45,299
2005,179894,45,99
2005,179946,45,28
2005,179955,45,11
2005,179964,45,0
2005,180106,45,28
2005,180179,45,16
2005,180258,45,14
2005,180461,45,117
2005,180489,45,242
2005,180595,45,5
2005,180814,45,238
2005,180948,45,0
2005,180984,45,4
2005,181002,45,32
2005,181011,45,4
2005,181020,45,132
2005,181093,45,0
2005,181127,45,19
2005,181215,45,33
2005,181330,45,12
2005,181394,45,73
2005,181446,45,28
2005,181464,45,226
2005,181738,45,3
2005,181783,45,23
2005,182281,45,176
2005,182290,45,160
2005,182306,45,4
2005,182634,45,4
2005,182661,45,3
2005,182670,45,384
2005,182795,45,15
2005,182980,45,11
2005,183026,45,36
2005,183044,45,384
2005,183062,45,107
2005,183080,45,38
2005,183211,45,12
2005,183239,45,63
2005,183275,45,3
2005,183822,45,39
2005,183910,45,26
2005,183974,45,19
2005,184348,45,118
2005,184603,45,13
2005,184612,45,21
2005,184694,45,39
2005,184773,45,23
2005,184782,45,94
2005,185129,45,71
2005,185262,45,81
2005,185572,45,42
2005,185590,45,159
2005,186131,45,291
2005,186201,45,36
2005,186283,45,29
2005,186371,45,112
2005,186380,45,1186
2005,186399,45,92
2005,186432,45,21
2005,186584,45,92
2005,186618,45,8
2005,186876,45,268
2005,187046,45,239
2005,187134,45,86
2005,187444,45,266
2005,187648,45,22
2005,187897,45,33
2005,187985,45,229
2005,188030,45,99
2005,188146,45,10
2005,188182,45,2
2005,188304,45,10
2005,188429,45,152
2005,188641,45,31
2005,189088,45,109
2005,189097,45,179
2005,189705,45,72
2005,189848,45,6
2005,190044,45,6
2005,190099,45,292
2005,190150,45,453
2005,190248,45,26
2005,190415,45,415
2005,190512,45,57
2005,190549,45,144
2005,190558,45,137
2005,190567,45,120
2005,190594,45,605
2005,190600,45,236
2005,190637,45,254
2005,190664,45,593
2005,190691,45,61
2005,190716,45,2
2005,190725,45,3
2005,190761,45,26
2005,190770,45,44
2005,190983,45,45
2005,191241,45,383
2005,191515,45,148
2005,191533,45,52
2005,191630,45,96
2005,191649,45,140
2005,191676,45,21
2005,191931,45,22
2005,191968,45,149
2005,192192,45,8
2005,192323,45,73
2005,192439,45,54
2005,192448,45,30
2005,192466,45,9
2005,192703,45,43
2005,192749,45,55
2005,192819,45,33
2005,192855,45,20
2005,192864,45,38
2005,192925,45,4
2005,193016,45,300
2005,193292,45,12
2005,193353,45,17
2005,193399,45,10
2005,193584,45,41
2005,193645,45,4
2005,193900,45,905
2005,193973,45,33
2005,194091,45,1
2005,194107,45,7
2005,194161,45,4
2005,194310,45,42
2005,194824,45,4
2005,194958,45,4
2005,195003,45,8
2005,195030,45,292
2005,195128,45,11
2005,195137,45,6
2005,195164,45,61
2005,195173,45,31
2005,195216,45,148
2005,195234,45,12
2005,195243,45,45
2005,195474,45,65
2005,195526,45,99
2005,195544,45,8
2005,195562,45,49
2005,195720,45,55
2005,195809,45,113
2005,196060,45,507
2005,196079,45,732
2005,196088,45,344
2005,196097,45,481
2005,196112,45,25
2005,196121,45,108
2005,196130,45,106
2005,196149,45,147
2005,196158,45,63
2005,196167,45,152
2005,196176,45,150
2005,196185,45,97
2005,196194,45,51
2005,196200,45,81
2005,196219,45,85
2005,196237,45,80
2005,196246,45,103
2005,196264,45,45
2005,196413,45,275
2005,196592,45,29
2005,196680,45,23
2005,196866,45,143
2005,197036,45,248
2005,197045,45,25
2005,197133,45,193
2005,197197,45,41
2005,197230,45,11
2005,197708,45,75
2005,197869,45,238
2005,197911,45,6
2005,197984,45,7
2005,197993,45,6
2005,198136,45,88
2005,198215,45,11
2005,198303,45,0
2005,198385,45,131
2005,198419,45,502
2005,198464,45,197
2005,198507,45,30
2005,198516,45,131
2005,198543,45,93
2005,198561,45,164
2005,198598,45,21
2005,198613,45,49
2005,198695,45,14
2005,198756,45,8
2005,198808,45,17
2005,198835,45,18
2005,198862,45,12
2005,198899,45,10
2005,198950,45,26
2005,198969,45,23
2005,199102,45,49
2005,199111,45,44
2005,199120,45,747
2005,199139,45,232
2005,199148,45,186
2005,199157,45,86
2005,199193,45,368
2005,199209,45,5
2005,199218,45,142
2005,199272,45,1
2005,199281,45,82
2005,199306,45,11
2005,199412,45,10
2005,199582,45,11
2005,199607,45,36
2005,199643,45,26
2005,199698,45,14
2005,199847,45,238
2005,199865,45,25
2005,199962,45,9
2005,199999,45,38
2005,200004,45,57
2005,200059,45,8
2005,200217,45,18
2005,200226,45,2
2005,200253,45,7
2005,200280,45,111
2005,200332,45,79
2005,200572,45,0
2005,200800,45,68
2005,201104,45,25
2005,201195,45,48
2005,201371,45,5
2005,201441,45,158
2005,201548,45,69
2005,201645,45,104
2005,201654,45,10
2005,201690,45,15
2005,201885,45,194
2005,202134,45,235
2005,202480,45,79
2005,202523,45,123
2005,202611,45,4
2005,202763,45,4
2005,203085,45,12
2005,203128,45,40
2005,203368,45,52
2005,203517,45,127
2005,203535,45,89
2005,203580,45,9
2005,203757,45,5
2005,203775,45,5
2005,203845,45,18
2005,204024,45,400
2005,204185,45,32
2005,204194,45,5
2005,204200,45,11
2005,204264,45,16
2005,204468,45,1
2005,204501,45,106
2005,204617,45,15
2005,204635,45,20
2005,204796,45,1298
2005,204857,45,369
2005,204909,45,89
2005,204936,45,38
2005,205203,45,5
2005,205443,45,54
2005,205957,45,8
2005,206084,45,67
2005,206279,45,8
2005,206330,45,6
2005,206349,45,1
2005,206437,45,25
2005,206491,45,10
2005,206507,45,7
2005,206525,45,53
2005,206589,45,100
2005,206604,45,169
2005,206622,45,53
2005,206695,45,64
2005,206862,45,11
2005,206914,45,81
2005,206941,45,95
2005,207041,45,23
2005,207209,45,12
2005,207263,45,29
2005,207306,45,8
2005,207324,45,4
2005,207351,45,7
2005,207388,45,173
2005,207403,45,7
2005,207458,45,6
2005,207500,45,459
2005,207582,45,23
2005,207661,45,41
2005,207689,45,21
2005,207722,45,16
2005,207847,45,24
2005,207865,45,8
2005,207971,45,27
2005,208488,45,1
2005,208646,45,30
2005,208822,45,18
2005,209056,45,81
2005,209065,45,33
2005,209108,45,3
2005,209409,45,1
2005,209542,45,171
2005,209551,45,812
2005,209612,45,21
2005,209807,45,653
2005,209825,45,54
2005,209922,45,62
2005,210146,45,74
2005,210304,45,6
2005,210401,45,137
2005,210429,45,77
2005,210571,45,65
2005,210669,45,96
2005,210739,45,3
2005,210775,45,9
2005,211088,45,26
2005,211158,45,142
2005,211273,45,108
2005,211291,45,266
2005,211352,45,15
2005,211361,45,37
2005,211431,45,0
2005,211440,45,90
2005,211468,45,5
2005,211556,45,10
2005,211583,45,9
2005,211608,45,50
2005,211644,45,69
2005,212009,45,138
2005,212054,45,6
2005,212106,45,81
2005,212115,45,116
2005,212133,45,26
2005,212160,45,61
2005,212197,45,26
2005,212577,45,159
2005,212601,45,9
2005,212656,45,6
2005,212674,45,131
2005,212805,45,46
2005,212832,45,9
2005,212911,45,83
2005,212984,45,4
2005,213011,45,4
2005,213020,45,370
2005,213251,45,32
2005,213321,45,30
2005,213349,45,83
2005,213358,45,9
2005,213367,45,66
2005,213385,45,200
2005,213507,45,33
2005,213543,45,124
2005,213598,45,20
2005,213613,45,28
2005,213668,45,61
2005,213783,45,17
2005,213826,45,2
2005,213987,45,21
2005,213996,45,46
2005,214041,45,158
2005,214157,45,87
2005,214166,45,8
2005,214175,45,119
2005,214272,45,6
2005,214591,45,18
2005,214713,45,5
2005,214777,45,538
2005,215062,45,683
2005,215266,45,36
2005,215275,45,28
2005,215284,45,40
2005,215293,45,586
2005,215442,45,4
2005,215655,45,12
2005,215691,45,9
2005,215743,45,16
2005,215770,45,147
2005,215798,45,24
2005,215929,45,60
2005,215947,45,13
2005,216010,45,79
2005,216038,45,49
2005,216278,45,47
2005,216287,45,116
2005,216339,45,276
2005,216357,45,30
2005,216524,45,79
2005,216597,45,242
2005,216667,45,45
2005,216694,45,11
2005,216764,45,103
2005,216807,45,39
2005,216852,45,22
2005,216931,45,13
2005,217013,45,9
2005,217059,45,87
2005,217156,45,390
2005,217165,45,13
2005,217402,45,132
2005,217420,45,74
2005,217484,45,112
2005,217518,45,37
2005,217536,45,19
2005,217624,45,8
2005,217688,45,42
2005,217721,45,14
2005,217749,45,7
2005,217776,45,2
2005,217819,45,224
2005,217864,45,51
2005,217873,45,33
2005,217882,45,188
2005,217907,45,30
2005,217934,45,14
2005,217961,45,8
2005,218061,45,47
2005,218070,45,141
2005,218229,45,56
2005,218399,45,14
2005,218414,45,13
2005,218441,45,2
2005,218539,45,26
2005,218645,45,53
2005,218654,45,20
2005,218663,45,355
2005,218724,45,62
2005,218733,45,13
2005,218742,45,27
2005,218919,45,15
2005,218964,45,70
2005,218973,45,38
2005,219000,45,33
2005,219046,45,33
2005,219091,45,1
2005,219198,45,8
2005,219259,45,46
2005,219277,45,6
2005,219356,45,136
2005,219383,45,15
2005,219471,45,57
2005,219602,45,53
2005,219709,45,12
2005,219718,45,1
2005,219806,45,19
2005,219949,45,2
2005,219976,45,10
2005,220075,45,61
2005,220181,45,21
2005,220516,45,8
2005,220589,45,15
2005,220598,45,6
2005,220604,45,16
2005,220613,45,32
2005,220710,45,18
2005,220862,45,165
2005,220978,45,166
2005,221014,45,1
2005,221351,45,84
2005,221519,45,48
2005,221661,45,3
2005,221740,45,64
2005,221759,45,448
2005,221768,45,33
2005,221838,45,39
2005,221847,45,71
2005,221892,45,4
2005,221953,45,2
2005,221971,45,9
2005,221999,45,534
2005,222178,45,23
2005,222831,45,35
2005,222983,45,62
2005,223232,45,169
2005,224004,45,12
2005,224147,45,53
2005,224226,45,44
2005,224323,45,39
2005,224527,45,2
2005,224554,45,44
2005,225247,45,11
2005,225399,45,21
2005,225414,45,52
2005,225432,45,67
2005,225511,45,336
2005,225548,45,23
2005,225575,45,14
2005,225627,45,14
2005,225885,45,2
2005,226091,45,36
2005,226152,45,25
2005,226231,45,3
2005,226471,45,21
2005,226587,45,28
2005,226833,45,26
2005,227216,45,360
2005,227331,45,24
2005,227368,45,91
2005,227377,45,46
2005,227429,45,7
2005,227526,45,15
2005,227757,45,189
2005,227845,45,55
2005,227863,45,42
2005,227881,45,82
2005,228042,45,0
2005,228149,45,86
2005,228246,45,248
2005,228343,45,51
2005,228431,45,92
2005,228459,45,355
2005,228468,45,5
2005,228501,45,9
2005,228529,45,54
2005,228705,45,80
2005,228723,45,684
2005,228769,45,129
2005,228778,45,1383
2005,228787,45,147
2005,228796,45,55
2005,228802,45,37
2005,228875,45,99
2005,228884,45,7
2005,228981,45,19
2005,229018,45,50
2005,229027,45,184
2005,229063,45,27
2005,229115,45,211
2005,229160,45,23
2005,229179,45,18
2005,229267,45,106
2005,229780,45,5
