year,UnitID,cipcode,graduates_cnt
2000,228431,01,18
2000,228459,01,24
2000,228501,01,3
2000,228529,01,141
2000,228705,01,12
2000,228723,01,734
2000,229115,01,93
2000,229814,01,23
2000,230728,01,21
2000,231174,01,76
2000,231420,01,4
2000,232043,01,1
2000,233912,01,14
2000,233921,01,23
2000,236939,01,49
2000,237783,01,8
2000,238032,01,19
2000,240444,01,34
2000,240462,01,25
2000,240471,01,34
2000,240727,01,49
2000,243197,01,17
2000,243780,01,87
2000,420574,01,67
2000,100654,02,34
2000,100858,02,173
2000,102377,02,21
2000,104179,02,44
2000,105589,02,2
2000,106397,02,57
2000,106412,02,17
2000,106458,02,42
2000,106485,02,33
2000,110422,02,211
2000,110529,02,73
2000,110538,02,46
2000,110556,02,86
2000,110644,02,200
2000,115755,02,9
2000,126818,02,201
2000,127060,02,1
2000,129020,02,56
2000,130934,02,3
2000,130943,02,94
2000,131399,02,1
2000,133650,02,17
2000,134079,02,1
2000,134130,02,327
2000,139144,02,34
2000,139719,02,3
2000,139959,02,87
2000,141565,02,22
2000,141574,02,15
2000,142285,02,57
2000,145637,02,215
2000,145813,02,30
2000,149222,02,118
2000,149772,02,79
2000,153250,02,9
2000,153603,02,211
2000,155061,02,39
2000,155399,02,199
2000,156295,02,7
2000,157085,02,90
2000,157386,02,11
2000,157401,02,75
2000,157951,02,81
2000,159391,02,93
2000,159647,02,23
2000,159717,02,20
2000,160612,02,14
2000,160621,02,14
2000,160658,02,6
2000,161253,02,52
2000,163286,02,67
2000,163338,02,11
2000,165866,02,5
2000,166018,02,1
2000,166629,02,115
2000,168740,02,3
2000,171100,02,179
2000,174066,02,81
2000,174075,02,29
2000,175342,02,13
2000,176080,02,107
2000,177940,02,19
2000,178396,02,162
2000,178615,02,29
2000,178624,02,56
2000,178697,02,5
2000,179557,02,18
2000,179566,02,48
2000,180461,02,85
2000,180948,02,11
2000,181464,02,123
2000,182290,02,16
2000,183044,02,71
2000,186380,02,89
2000,188030,02,55
2000,190433,02,253
2000,196033,02,72
2000,196051,02,7
2000,199102,02,19
2000,199193,02,217
2000,200059,02,0
2000,200332,02,86
2000,201885,02,2
2000,204796,02,176
2000,206914,02,10
2000,207209,02,10
2000,207306,02,5
2000,207351,02,29
2000,207388,02,219
2000,209542,02,123
2000,211981,02,113
2000,214777,02,176
2000,216339,02,13
2000,217013,02,7
2000,217484,02,27
2000,217882,02,87
2000,219356,02,138
2000,219602,02,26
2000,220978,02,57
2000,221759,02,58
2000,221768,02,72
2000,221838,02,16
2000,221847,02,43
2000,222178,02,7
2000,222831,02,39
2000,224554,02,27
2000,225247,02,1
2000,226383,02,5
2000,227526,02,20
2000,227881,02,82
2000,228343,02,1
2000,228431,02,32
2000,228459,02,18
2000,228501,02,12
2000,228529,02,46
2000,228705,02,38
2000,228723,02,209
2000,228802,02,0
2000,229115,02,76
2000,229814,02,35
2000,230038,02,96
2000,230603,02,12
2000,230728,02,81
2000,231174,02,46
2000,232089,02,5
2000,233921,02,216
2000,234155,02,14
2000,236939,02,104
2000,238032,02,80
2000,240444,02,94
2000,240462,02,44
2000,240471,02,128
2000,240480,02,13
2000,240727,02,63
2000,240754,02,5
2000,243197,02,84
2000,243780,02,200
2000,100654,03,10
2000,100858,03,99
2000,102234,03,0
2000,102377,03,8
2000,102614,03,22
2000,102669,03,11
2000,103440,03,9
2000,104179,03,53
2000,104717,03,5
2000,105330,03,61
2000,105589,03,33
2000,106397,03,16
2000,106412,03,3
2000,106458,03,3
2000,106467,03,31
2000,106485,03,16
2000,106704,03,0
2000,107141,03,5
2000,107558,03,4
2000,110422,03,47
2000,110486,03,18
2000,110510,03,19
2000,110538,03,8
2000,110574,03,12
2000,110617,03,20
2000,110635,03,91
2000,110644,03,115
2000,113698,03,2
2000,114813,03,0
2000,115755,03,213
2000,117140,03,3
2000,118888,03,5
2000,120254,03,4
2000,120883,03,4
2000,121257,03,5
2000,121691,03,9
2000,122597,03,1
2000,122612,03,4
2000,122755,03,56
2000,123165,03,3
2000,123572,03,96
2000,124885,03,1
2000,126614,03,144
2000,126678,03,12
2000,126818,03,147
2000,127653,03,7
2000,129020,03,59
2000,130253,03,3
2000,130314,03,3
2000,130934,03,4
2000,130943,03,41
2000,131098,03,12
2000,131159,03,5
2000,131399,03,5
2000,131876,03,0
2000,133492,03,40
2000,133650,03,1
2000,133881,03,4
2000,133951,03,30
2000,134079,03,2
2000,134130,03,138
2000,134945,03,8
2000,135726,03,3
2000,137032,03,2
2000,137351,03,52
2000,137546,03,5
2000,138354,03,28
2000,139199,03,2
2000,139959,03,88
2000,140447,03,6
2000,140988,03,5
2000,141167,03,3
2000,141264,03,16
2000,141644,03,4
2000,142285,03,137
2000,143118,03,1
2000,144050,03,15
2000,144740,03,5
2000,144962,03,4
2000,145619,03,3
2000,145637,03,38
2000,145691,03,0
2000,146481,03,8
2000,146612,03,0
2000,146719,03,1
2000,147341,03,1
2000,147767,03,1
2000,147776,03,6
2000,148016,03,2
2000,148131,03,0
2000,148487,03,1
2000,148496,03,1
2000,148584,03,2
2000,149222,03,38
2000,149781,03,5
2000,150136,03,33
2000,150455,03,1
2000,150534,03,12
2000,151263,03,0
2000,151351,03,1
2000,151777,03,3
2000,152336,03,3
2000,152363,03,5
2000,152567,03,3
2000,152600,03,1
2000,153108,03,1
2000,153162,03,8
2000,153250,03,2
2000,153269,03,4
2000,153278,03,8
2000,153603,03,51
2000,153658,03,12
2000,154004,03,0
2000,154095,03,4
2000,154350,03,11
2000,154493,03,11
2000,154688,03,2
2000,155973,03,1
2000,156620,03,9
2000,157085,03,39
2000,157401,03,19
2000,157447,03,1
2000,159391,03,81
2000,159416,03,4
2000,159647,03,53
2000,159717,03,6
2000,160621,03,4
2000,160658,03,31
2000,160977,03,33
2000,161004,03,31
2000,161086,03,12
2000,161244,03,17
2000,161253,03,78
2000,161457,03,8
2000,161554,03,11
2000,161572,03,71
2000,162584,03,34
2000,163286,03,22
2000,165334,03,16
2000,165529,03,2
2000,165644,03,0
2000,166018,03,7
2000,166027,03,32
2000,166629,03,175
2000,166692,03,28
2000,166850,03,3
2000,166939,03,15
2000,167783,03,0
2000,168218,03,3
2000,168254,03,3
2000,168281,03,4
2000,168528,03,6
2000,168786,03,0
2000,169080,03,9
2000,170082,03,19
2000,170301,03,0
2000,170639,03,25
2000,170976,03,107
2000,171100,03,104
2000,171128,03,34
2000,171137,03,7
2000,171146,03,9
2000,171456,03,28
2000,171599,03,2
2000,172699,03,3
2000,173124,03,16
2000,173160,03,2
2000,173328,03,1
2000,173647,03,22
2000,173665,03,9
2000,173902,03,11
2000,173920,03,10
2000,174066,03,94
2000,174075,03,15
2000,174233,03,19
2000,174783,03,9
2000,175078,03,4
2000,176080,03,78
2000,176947,03,1
2000,178059,03,3
2000,178396,03,41
2000,178624,03,13
2000,179159,03,5
2000,179566,03,32
2000,179867,03,26
2000,179894,03,2
2000,179946,03,4
2000,180106,03,6
2000,180179,03,6
2000,180461,03,16
2000,180489,03,126
2000,180595,03,7
2000,180647,03,4
2000,180814,03,2
2000,181002,03,25
2000,181011,03,1
2000,181464,03,62
2000,182281,03,14
2000,182290,03,29
2000,182458,03,3
2000,182795,03,7
2000,182980,03,7
2000,183044,03,112
2000,183062,03,15
2000,183239,03,11
2000,184603,03,48
2000,186201,03,32
2000,186380,03,129
2000,186399,03,4
2000,186876,03,58
2000,187444,03,8
2000,187648,03,10
2000,187897,03,6
2000,187967,03,3
2000,188030,03,30
2000,188146,03,6
2000,188182,03,2
2000,188304,03,2
2000,189097,03,10
2000,189705,03,0
2000,190433,03,64
2000,191630,03,15
2000,191968,03,1
2000,192466,03,12
2000,193016,03,3
2000,194392,03,18
2000,195164,03,6
2000,196079,03,31
2000,196103,03,261
2000,196185,03,11
2000,196219,03,8
2000,196246,03,57
2000,197230,03,0
2000,197911,03,1
2000,198066,03,8
2000,198215,03,10
2000,198419,03,35
2000,198516,03,9
2000,198613,03,3
2000,198695,03,0
2000,198950,03,2
2000,199032,03,3
2000,199111,03,41
2000,199120,03,3
2000,199157,03,3
2000,199193,03,180
2000,199209,03,3
2000,199218,03,89
2000,199643,03,0
2000,199865,03,28
2000,200004,03,14
2000,200332,03,9
2000,201007,03,13
2000,201104,03,3
2000,201441,03,36
2000,201548,03,1
2000,201885,03,18
2000,202134,03,9
2000,202523,03,16
2000,203085,03,12
2000,203517,03,15
2000,203580,03,3
2000,203845,03,6
2000,204024,03,29
2000,204501,03,26
2000,204635,03,2
2000,204796,03,159
2000,204909,03,8
2000,205203,03,1
2000,206084,03,6
2000,206695,03,14
2000,207263,03,23
2000,207388,03,31
2000,207689,03,2
2000,207847,03,19
2000,207971,03,3
2000,209056,03,17
2000,209506,03,0
2000,209542,03,167
2000,209551,03,127
2000,209807,03,20
2000,209825,03,5
2000,210146,03,24
2000,210401,03,19
2000,210571,03,2
2000,210669,03,39
2000,210739,03,1
2000,211291,03,13
2000,211361,03,27
2000,211468,03,2
2000,211556,03,2
2000,211583,03,0
2000,211644,03,5
2000,212009,03,15
2000,212054,03,8
2000,212133,03,0
2000,212160,03,27
2000,212197,03,8
2000,212601,03,8
2000,212674,03,16
2000,213020,03,3
2000,213251,03,12
2000,213349,03,14
2000,213367,03,3
2000,213543,03,1
2000,213826,03,4
2000,213987,03,1
2000,213996,03,11
2000,214175,03,7
2000,214272,03,0
2000,214777,03,199
2000,215099,03,1
2000,215442,03,5
2000,215770,03,7
2000,215798,03,1
2000,215929,03,11
2000,216010,03,55
2000,216038,03,32
2000,216278,03,15
2000,216287,03,0
2000,216339,03,2
2000,216357,03,7
2000,216807,03,3
2000,216852,03,2
2000,217013,03,2
2000,217156,03,20
2000,217402,03,3
2000,217484,03,72
2000,217873,03,0
2000,217882,03,75
2000,218229,03,0
2000,218414,03,0
2000,219198,03,0
2000,219277,03,2
2000,219356,03,34
2000,219976,03,4
2000,220631,03,6
2000,220710,03,8
2000,221519,03,23
2000,221740,03,25
2000,221759,03,48
2000,221768,03,31
2000,221847,03,29
2000,221953,03,17
2000,222178,03,6
2000,223232,03,3
2000,224004,03,2
2000,224147,03,12
2000,225414,03,29
2000,225627,03,1
2000,226091,03,7
2000,226383,03,1
2000,226587,03,2
2000,226833,03,3
2000,227863,03,1
2000,227881,03,14
2000,228246,03,1
2000,228343,03,2
2000,228431,03,77
2000,228459,03,93
2000,228501,03,2
2000,228705,03,18
2000,228714,03,8
2000,228723,03,91
2000,229018,03,1
2000,229063,03,3
2000,229115,03,38
2000,229814,03,6
2000,230728,03,63
2000,230834,03,4
2000,230889,03,0
2000,230898,03,12
2000,230913,03,17
2000,230940,03,2
2000,230959,03,46
2000,230995,03,11
2000,231059,03,4
2000,231086,03,11
2000,231095,03,12
2000,231110,03,2
2000,231174,03,193
2000,231420,03,1
2000,232025,03,2
2000,232089,03,21
2000,233295,03,11
2000,233499,03,0
2000,233541,03,3
2000,233912,03,1
2000,233921,03,216
2000,234076,03,58
2000,235422,03,1
2000,236595,03,13
2000,236896,03,2
2000,236939,03,65
2000,236948,03,96
2000,237011,03,111
2000,237312,03,2
2000,237525,03,5
2000,237792,03,4
2000,237969,03,7
2000,238032,03,54
2000,238078,03,3
2000,238458,03,12
2000,239512,03,43
2000,239716,03,3
2000,240277,03,24
2000,240444,03,114
2000,240453,03,19
2000,240462,03,6
2000,240471,03,28
2000,240480,03,228
2000,240727,03,29
2000,241225,03,6
2000,241410,03,5
2000,241739,03,2
2000,242617,03,0
2000,243179,03,6
2000,243221,03,15
2000,243780,03,94
2000,409698,03,16
2000,413723,03,1
2000,420574,03,14
2000,100654,04,6
2000,100751,04,0
2000,100858,04,76
2000,102377,04,15
2000,104151,04,141
2000,104179,04,87
2000,106397,04,44
2000,109651,04,24
2000,110370,04,35
2000,110422,04,153
2000,110529,04,105
2000,110635,04,198
2000,110644,04,74
2000,110653,04,82
2000,119775,04,6
2000,120403,04,6
2000,123165,04,0
2000,123952,04,54
2000,123961,04,103
2000,125897,04,52
2000,126614,04,130
2000,126818,04,16
2000,127565,04,35
2000,128744,04,1
2000,128902,04,11
2000,129020,04,17
2000,129941,04,5
2000,130110,04,3
2000,130183,04,3
2000,130794,04,27
2000,131283,04,66
2000,131399,04,4
2000,131520,04,22
2000,132338,04,28
2000,133650,04,44
2000,133669,04,32
2000,133951,04,33
2000,134130,04,122
2000,135726,04,56
2000,139755,04,49
2000,139959,04,75
2000,140951,04,50
2000,141097,04,21
2000,141574,04,49
2000,142285,04,61
2000,143048,04,7
2000,145600,04,54
2000,145637,04,157
2000,145725,04,32
2000,146339,04,0
2000,147828,04,4
2000,149222,04,39
2000,150136,04,158
2000,151324,04,13
2000,152080,04,38
2000,153603,04,132
2000,155317,04,82
2000,155399,04,107
2000,157085,04,62
2000,159391,04,97
2000,159647,04,28
2000,160621,04,11
2000,160658,04,27
2000,160755,04,51
2000,163286,04,50
2000,163295,04,13
2000,164872,04,44
2000,165024,04,0
2000,166018,04,3
2000,166629,04,38
2000,166683,04,30
2000,167835,04,7
2000,168218,04,11
2000,168227,04,42
2000,168263,04,14
2000,168740,04,12
2000,169248,04,12
2000,169716,04,40
2000,169798,04,8
2000,170675,04,105
2000,170976,04,82
2000,171100,04,73
2000,171456,04,4
2000,172264,04,2
2000,173300,04,0
2000,174066,04,146
2000,176017,04,10
2000,176080,04,60
2000,176372,04,25
2000,176965,04,8
2000,177214,04,35
2000,179566,04,6
2000,179867,04,48
2000,180461,04,48
2000,181464,04,79
2000,182281,04,30
2000,183044,04,0
2000,183080,04,1
2000,185828,04,66
2000,186131,04,14
2000,186380,04,42
2000,187985,04,40
2000,188030,04,2
2000,189097,04,12
2000,190150,04,24
2000,190372,04,24
2000,190415,04,47
2000,190433,04,39
2000,190567,04,92
2000,191126,04,30
2000,193654,04,22
2000,194091,04,25
2000,194107,04,20
2000,194116,04,11
2000,194578,04,95
2000,194824,04,79
2000,196088,04,84
2000,196103,04,24
2000,196413,04,90
2000,197869,04,8
2000,198464,04,18
2000,199102,04,5
2000,199139,04,66
2000,199193,04,57
2000,200332,04,110
2000,201441,04,40
2000,201885,04,71
2000,203517,04,169
2000,204024,04,63
2000,204796,04,95
2000,206862,04,0
2000,207388,04,50
2000,207500,04,70
2000,207865,04,0
2000,209551,04,65
2000,209807,04,26
2000,211440,04,37
2000,212054,04,26
2000,213020,04,29
2000,213358,04,9
2000,213543,04,22
2000,214777,04,79
2000,215062,04,31
2000,215099,04,51
2000,216339,04,43
2000,217156,04,7
2000,217484,04,16
2000,217493,04,101
2000,217518,04,63
2000,217882,04,124
2000,221759,04,49
2000,223232,04,0
2000,225511,04,97
2000,226091,04,11
2000,227216,04,36
2000,227526,04,7
2000,227757,04,42
2000,228431,04,20
2000,228459,04,51
2000,228723,04,194
2000,228769,04,67
2000,228778,04,61
2000,229027,04,44
2000,229115,04,99
2000,230728,04,34
2000,230764,04,39
2000,230995,04,29
2000,232265,04,19
2000,233921,04,152
2000,234076,04,79
2000,235097,04,12
2000,236939,04,126
2000,236948,04,138
2000,238032,04,27
2000,239309,04,3
2000,240392,04,11
2000,240444,04,26
2000,240453,04,113
2000,243221,04,32
2000,243577,04,1
2000,243780,04,24
2000,262013,04,13
2000,100706,05,1
2000,100751,05,11
2000,101435,05,1
2000,102049,05,3
2000,102614,05,6
2000,104151,05,11
2000,104179,05,52
2000,105589,05,3
2000,106397,05,0
2000,107044,05,0
2000,107141,05,0
2000,109785,05,12
2000,110051,05,2
2000,110510,05,1
2000,110529,05,2
2000,110538,05,15
2000,110547,05,12
2000,110556,05,5
2000,110565,05,53
2000,110574,05,7
2000,110583,05,43
2000,110592,05,31
2000,110608,05,42
2000,110617,05,23
2000,110635,05,250
2000,110644,05,52
2000,110653,05,39
2000,110662,05,125
2000,110671,05,14
2000,110680,05,45
2000,110705,05,163
2000,110714,05,97
2000,112260,05,3
2000,114813,05,0
2000,115755,05,4
2000,116846,05,5
2000,117946,05,5
2000,118888,05,21
2000,119173,05,2
2000,120184,05,1
2000,120254,05,18
2000,120883,05,6
2000,121150,05,18
2000,121257,05,14
2000,121345,05,14
2000,122409,05,29
2000,122436,05,5
2000,122597,05,47
2000,122755,05,1
2000,123165,05,7
2000,123554,05,3
2000,123572,05,34
2000,123961,05,18
2000,125727,05,3
2000,125763,05,1
2000,126614,05,63
2000,126678,05,12
2000,127060,05,0
2000,127185,05,10
2000,127565,05,8
2000,127741,05,7
2000,128328,05,53
2000,128902,05,5
2000,129020,05,7
2000,129242,05,9
2000,129525,05,4
2000,130314,05,4
2000,130590,05,32
2000,130697,05,96
2000,130776,05,9
2000,130794,05,97
2000,130943,05,8
2000,131098,05,1
2000,131159,05,15
2000,131450,05,8
2000,131469,05,37
2000,131496,05,16
2000,131520,05,14
2000,132471,05,0
2000,133492,05,7
2000,133650,05,2
2000,133669,05,2
2000,133951,05,3
2000,134097,05,10
2000,134130,05,8
2000,135726,05,2
2000,136950,05,17
2000,137351,05,19
2000,137546,05,1
2000,138600,05,6
2000,139658,05,26
2000,139940,05,8
2000,140447,05,0
2000,140553,05,5
2000,140571,05,1
2000,140960,05,1
2000,141565,05,7
2000,141574,05,102
2000,141644,05,16
2000,141981,05,1
2000,142115,05,3
2000,142276,05,10
2000,142285,05,2
2000,142957,05,0
2000,143084,05,3
2000,143288,05,0
2000,144005,05,5
2000,144050,05,7
2000,144740,05,13
2000,144892,05,6
2000,144962,05,1
2000,145497,05,27
2000,145600,05,10
2000,145637,05,19
2000,145813,05,1
2000,146393,05,0
2000,146427,05,4
2000,146481,05,4
2000,147244,05,1
2000,147369,05,1
2000,147660,05,0
2000,147679,05,1
2000,147767,05,13
2000,147776,05,1
2000,148496,05,3
2000,150400,05,3
2000,150455,05,17
2000,150604,05,2
2000,150756,05,0
2000,151102,05,2
2000,151324,05,1
2000,151351,05,20
2000,151360,05,3
2000,151801,05,2
2000,151810,05,2
2000,152080,05,51
2000,152600,05,6
2000,153108,05,3
2000,153144,05,3
2000,153162,05,1
2000,153384,05,6
2000,153603,05,2
2000,153658,05,42
2000,153834,05,3
2000,153931,05,1
2000,154004,05,0
2000,154095,05,4
2000,154527,05,1
2000,155140,05,1
2000,155317,05,43
2000,156125,05,11
2000,156745,05,1
2000,157216,05,2
2000,157289,05,7
2000,159391,05,3
2000,160755,05,20
2000,160977,05,23
2000,161004,05,12
2000,161086,05,61
2000,161457,05,4
2000,161554,05,3
2000,161837,05,6
2000,162654,05,5
2000,162760,05,0
2000,162928,05,4
2000,163268,05,31
2000,163286,05,51
2000,164076,05,6
2000,164216,05,3
2000,164270,05,0
2000,164465,05,22
2000,164924,05,3
2000,164988,05,10
2000,165015,05,61
2000,165024,05,4
2000,165699,05,0
2000,166018,05,16
2000,166027,05,50
2000,166045,05,0
2000,166054,05,1
2000,166513,05,7
2000,166629,05,28
2000,166638,05,18
2000,166939,05,47
2000,167260,05,0
2000,167358,05,1
2000,167455,05,1
2000,167783,05,5
2000,167792,05,3
2000,167835,05,57
2000,167996,05,1
2000,168148,05,35
2000,168218,05,51
2000,168281,05,24
2000,168342,05,18
2000,169248,05,0
2000,169798,05,7
2000,170082,05,0
2000,170532,05,12
2000,170976,05,82
2000,171100,05,7
2000,171137,05,12
2000,171146,05,1
2000,171571,05,5
2000,172644,05,3
2000,172699,05,1
2000,172778,05,1
2000,173045,05,1
2000,173124,05,10
2000,173160,05,2
2000,173258,05,26
2000,173300,05,2
2000,173647,05,6
2000,173665,05,3
2000,173902,05,19
2000,173920,05,4
2000,174020,05,1
2000,174066,05,61
2000,174233,05,5
2000,174251,05,2
2000,174358,05,3
2000,174783,05,3
2000,174844,05,16
2000,174914,05,1
2000,175005,05,2
2000,175980,05,2
2000,176017,05,6
2000,176372,05,1
2000,176965,05,2
2000,178396,05,37
2000,178402,05,6
2000,179159,05,2
2000,179867,05,29
2000,179955,05,1
2000,180489,05,6
2000,181002,05,1
2000,181394,05,2
2000,181446,05,1
2000,181464,05,9
2000,182281,05,9
2000,182290,05,0
2000,182634,05,1
2000,182670,05,27
2000,182795,05,24
2000,182810,05,9
2000,183044,05,11
2000,183062,05,9
2000,184348,05,2
2000,186131,05,7
2000,186201,05,15
2000,186283,05,2
2000,186371,05,4
2000,186380,05,88
2000,186399,05,4
2000,186432,05,0
2000,186584,05,1
2000,186618,05,4
2000,187444,05,7
2000,187985,05,24
2000,188429,05,0
2000,188641,05,4
2000,189097,05,44
2000,190099,05,12
2000,190150,05,20
2000,190415,05,51
2000,190549,05,13
2000,190558,05,1
2000,190567,05,9
2000,190594,05,23
2000,190637,05,20
2000,190664,05,18
2000,190691,05,12
2000,190983,05,1
2000,191241,05,30
2000,191515,05,19
2000,191630,05,18
2000,191649,05,3
2000,192040,05,13
2000,192749,05,5
2000,192819,05,1
2000,193584,05,1
2000,193900,05,31
2000,195030,05,1
2000,195234,05,1
2000,195474,05,3
2000,195526,05,17
2000,195809,05,1
2000,196060,05,40
2000,196079,05,8
2000,196088,05,17
2000,196097,05,7
2000,196121,05,4
2000,196167,05,1
2000,196176,05,21
2000,196194,05,1
2000,196219,05,3
2000,196237,05,26
2000,196246,05,6
2000,196413,05,4
2000,196592,05,12
2000,196866,05,3
2000,197133,05,19
2000,197230,05,3
2000,197708,05,25
2000,198419,05,46
2000,198464,05,0
2000,198613,05,4
2000,198695,05,2
2000,198950,05,7
2000,199032,05,1
2000,199120,05,128
2000,199139,05,11
2000,199148,05,1
2000,199281,05,2
2000,199306,05,0
2000,199412,05,4
2000,199582,05,1
2000,199607,05,0
2000,200280,05,2
2000,201007,05,7
2000,201441,05,13
2000,201645,05,6
2000,201654,05,2
2000,201885,05,14
2000,202019,05,2
2000,202480,05,7
2000,202523,05,10
2000,203517,05,9
2000,204024,05,8
2000,204200,05,1
2000,204264,05,0
2000,204501,05,44
2000,204796,05,41
2000,204857,05,1
2000,204909,05,7
2000,205027,05,1
2000,205203,05,3
2000,206349,05,0
2000,206525,05,6
2000,206589,05,7
2000,206604,05,0
2000,206695,05,1
2000,207263,05,0
2000,207388,05,0
2000,207403,05,1
2000,207458,05,2
2000,207500,05,22
2000,207722,05,2
2000,209056,05,3
2000,209409,05,3
2000,209542,05,19
2000,209551,05,28
2000,209807,05,12
2000,209922,05,0
2000,210401,05,30
2000,210571,05,1
2000,210669,05,0
2000,211273,05,8
2000,211291,05,7
2000,211556,05,5
2000,211608,05,0
2000,212009,05,27
2000,212054,05,15
2000,212577,05,9
2000,212601,05,0
2000,212771,05,2
2000,212911,05,3
2000,213385,05,14
2000,213507,05,3
2000,213543,05,4
2000,213613,05,8
2000,213668,05,2
2000,213987,05,1
2000,214041,05,5
2000,214175,05,3
2000,214713,05,3
2000,214731,05,3
2000,214777,05,30
2000,214801,05,4
2000,215062,05,97
2000,215266,05,0
2000,215293,05,11
2000,215691,05,2
2000,216287,05,7
2000,216339,05,24
2000,216524,05,1
2000,216764,05,4
2000,217156,05,87
2000,217402,05,2
2000,217420,05,2
2000,217484,05,3
2000,217536,05,6
2000,217873,05,3
2000,217998,05,0
2000,218070,05,8
2000,218663,05,6
2000,219046,05,1
2000,219091,05,1
2000,219277,05,3
2000,219374,05,3
2000,219471,05,0
2000,219976,05,2
2000,220516,05,0
2000,220710,05,0
2000,221351,05,1
2000,221519,05,5
2000,221731,05,0
2000,221759,05,63
2000,221838,05,3
2000,221999,05,16
2000,222178,05,0
2000,223232,05,9
2000,224004,05,0
2000,225511,05,0
2000,225627,05,1
2000,227368,05,2
2000,227757,05,6
2000,228246,05,5
2000,228343,05,6
2000,228459,05,5
2000,228778,05,91
2000,228787,05,4
2000,228796,05,12
2000,229027,05,34
2000,229115,05,4
2000,229267,05,9
2000,230038,05,91
2000,230047,05,23
2000,230728,05,12
2000,230764,05,22
2000,230889,05,0
2000,230940,05,2
2000,230959,05,8
2000,230995,05,5
2000,231059,05,4
2000,231110,05,1
2000,231174,05,15
2000,231624,05,19
2000,232186,05,13
2000,232308,05,2
2000,232672,05,1
2000,232681,05,9
2000,232982,05,3
2000,233301,05,0
2000,233374,05,19
2000,233541,05,0
2000,233718,05,1
2000,234076,05,40
2000,234207,05,3
2000,235316,05,6
2000,236230,05,7
2000,236328,05,10
2000,236577,05,3
2000,236595,05,8
2000,236939,05,10
2000,236948,05,188
2000,237011,05,11
2000,237057,05,10
2000,237066,05,0
2000,237783,05,6
2000,238333,05,2
2000,238476,05,1
2000,238980,05,1
2000,239406,05,1
2000,239716,05,4
2000,240189,05,4
2000,240268,05,5
2000,240444,05,63
2000,240453,05,5
2000,240480,05,6
2000,240727,05,5
2000,240754,05,1
2000,243151,05,3
2000,243744,05,58
2000,367839,05,2
2000,407009,05,16
2000,101541,08,1
2000,104179,08,0
2000,105330,08,17
2000,107044,08,16
2000,109013,08,19
2000,117928,08,1
2000,125897,08,3
2000,128744,08,4
2000,128771,08,2
2000,129242,08,100
2000,129525,08,34
2000,129941,08,0
2000,130183,08,3
2000,131098,08,5
2000,132471,08,12
2000,133492,08,0
2000,134680,08,8
2000,136206,08,22
2000,138725,08,22
2000,138947,08,5
2000,139199,08,1
2000,139940,08,14
2000,139959,08,43
2000,140164,08,126
2000,141644,08,9
2000,142115,08,13
2000,142328,08,1
2000,144005,08,2
2000,145637,08,23
2000,146010,08,36
2000,147828,08,1
2000,148177,08,17
2000,148496,08,5
2000,154350,08,0
2000,155335,08,17
2000,156125,08,8
2000,156620,08,5
2000,159391,08,12
2000,160065,08,2
2000,160658,08,8
2000,161563,08,1
2000,165699,08,3
2000,166391,08,14
2000,166629,08,65
2000,166948,08,3
