skill_id	prereq_id	source	type	confidence
esco.occ.11d72bd6-779a-4643-9962-313833740094	esco.d15ce60f-ddab-41ce-ba56-398451b77b60	esco_optional	prerequisite	0.90
esco.occ.11d72bd6-779a-4643-9962-313833740094	esco.d7d53919-5313-4f23-a701-d12f86c03a60	esco_optional	prerequisite	0.90
esco.occ.11df8941-508c-4103-ad40-52cdf9430a59	fos.sociology	esco	prerequisite	1.00
esco.occ.11df8941-508c-4103-ad40-52cdf9430a59	esco.ed3f3dba-3a35-4ed5-b113-67f4d10ef4c8	esco	prerequisite	1.00
esco.occ.11df8941-508c-4103-ad40-52cdf9430a59	esco.00b9a3aa-7070-4bb5-8020-f228a97cf42f	esco	prerequisite	1.00
esco.occ.11df8941-508c-4103-ad40-52cdf9430a59	esco.08b04e53-ed25-41a2-9f90-0b9cd939ba3d	esco	prerequisite	1.00
esco.occ.11df8941-508c-4103-ad40-52cdf9430a59	esco.0d6714c6-720e-4985-9791-5ab85d28da79	esco	prerequisite	1.00
esco.occ.11df8941-508c-4103-ad40-52cdf9430a59	esco.1e77e42a-181f-4b48-8e74-201ce50ffc29	esco	prerequisite	1.00
esco.occ.11df8941-508c-4103-ad40-52cdf9430a59	esco.20a8fe89-d4eb-4698-8521-8881c13377e0	esco	prerequisite	1.00
esco.occ.11df8941-508c-4103-ad40-52cdf9430a59	esco.2b1e2927-3542-48da-9063-02925e7562c1	esco	prerequisite	1.00
esco.occ.11df8941-508c-4103-ad40-52cdf9430a59	esco.2b34764d-637c-48f5-aa70-31e15c965db6	esco	prerequisite	1.00
esco.occ.11df8941-508c-4103-ad40-52cdf9430a59	esco.2cc30e4e-2139-411a-9fa9-f0d616b64c57	esco	prerequisite	1.00
esco.occ.11df8941-508c-4103-ad40-52cdf9430a59	esco.2de4572a-4724-4f76-afc2-72a568a264ac	esco	prerequisite	1.00
esco.occ.11df8941-508c-4103-ad40-52cdf9430a59	esco.39f67488-cfd3-4370-8d7e-da98163102d9	esco	prerequisite	1.00
esco.occ.11df8941-508c-4103-ad40-52cdf9430a59	esco.4134622c-c3fb-4a41-beb6-6d58ba5107db	esco	prerequisite	1.00
esco.occ.11df8941-508c-4103-ad40-52cdf9430a59	esco.4d39b27a-b34f-4c89-8d46-df844d42f728	esco	prerequisite	1.00
esco.occ.11df8941-508c-4103-ad40-52cdf9430a59	esco.4f5c1208-62fd-4e5a-a51e-306c06947e11	esco	prerequisite	1.00
esco.occ.11df8941-508c-4103-ad40-52cdf9430a59	esco.4fabca9a-7435-4f33-b1da-3cdb00340fdc	esco	prerequisite	1.00
esco.occ.11df8941-508c-4103-ad40-52cdf9430a59	esco.518dc04d-092d-4fa1-bd82-88b7a9278ef7	esco	prerequisite	1.00
esco.occ.11df8941-508c-4103-ad40-52cdf9430a59	esco.5f0082ab-2131-49b5-94d6-a1821daf57d6	esco	prerequisite	1.00
esco.occ.11df8941-508c-4103-ad40-52cdf9430a59	esco.744add42-681e-4cfb-8e43-af1d16794238	esco	prerequisite	1.00
esco.occ.11df8941-508c-4103-ad40-52cdf9430a59	esco.7a34b3d9-bd3b-4f4e-a0f6-f97439901cb7	esco	prerequisite	1.00
esco.occ.11df8941-508c-4103-ad40-52cdf9430a59	esco.8316979b-df5a-4dc7-98ef-61ec6a10df84	esco	prerequisite	1.00
esco.occ.11df8941-508c-4103-ad40-52cdf9430a59	esco.833289fa-3646-4010-9d9e-93ba8c9ef2d8	esco	prerequisite	1.00
esco.occ.11df8941-508c-4103-ad40-52cdf9430a59	esco.872a1632-f1db-4feb-bb27-0a6a359b7591	esco	prerequisite	1.00
esco.occ.11df8941-508c-4103-ad40-52cdf9430a59	esco.979cf728-896f-4f2c-8fa8-2698ca0d4930	esco	prerequisite	1.00
esco.occ.11df8941-508c-4103-ad40-52cdf9430a59	esco.988f4ac3-a37c-4b0a-a40f-4e0e56b5919e	esco	prerequisite	1.00
esco.occ.11df8941-508c-4103-ad40-52cdf9430a59	esco.9a58cd26-58eb-4a1c-b1b6-64037fe9cfa1	esco	prerequisite	1.00
esco.occ.11df8941-508c-4103-ad40-52cdf9430a59	esco.a0e23745-6ba4-45e2-9510-df6e71ed1230	esco	prerequisite	1.00
esco.occ.11df8941-508c-4103-ad40-52cdf9430a59	esco.a584a638-a2c0-4b3c-bdf3-a64f87225be9	esco	prerequisite	1.00
esco.occ.11df8941-508c-4103-ad40-52cdf9430a59	esco.a8d24a95-47b3-4f88-92e7-06600bcd3612	esco	prerequisite	1.00
esco.occ.11df8941-508c-4103-ad40-52cdf9430a59	esco.cc61f9e5-d4fc-470e-8606-1ce865ff8386	esco	prerequisite	1.00
esco.occ.11df8941-508c-4103-ad40-52cdf9430a59	esco.cd50d616-1f8b-481e-983f-68d2674ff82d	esco	prerequisite	1.00
esco.occ.11df8941-508c-4103-ad40-52cdf9430a59	esco.cd5efa8c-e44d-4cbc-91c6-796018dbed68	esco	prerequisite	1.00
esco.occ.11df8941-508c-4103-ad40-52cdf9430a59	esco.f5019d58-1f9a-4c1d-9a68-6ed7b8ec3eca	esco	prerequisite	1.00
esco.occ.11df8941-508c-4103-ad40-52cdf9430a59	esco.f715be1d-5fc4-49d3-82a5-0b8090d12849	esco	prerequisite	1.00
esco.occ.11df8941-508c-4103-ad40-52cdf9430a59	esco.f7b071bf-4882-4cfc-ae0a-7e0e0ab94c61	esco	prerequisite	1.00
esco.occ.11df8941-508c-4103-ad40-52cdf9430a59	esco.fa465db3-56e8-4b5d-a781-e2a313a4ed2d	esco	prerequisite	1.00
esco.occ.11df8941-508c-4103-ad40-52cdf9430a59	esco.fa642fc3-5cc5-41cf-8926-6617a8b976a7	esco	prerequisite	1.00
esco.occ.11df8941-508c-4103-ad40-52cdf9430a59	esco.ff64e9fc-36dd-4035-872a-83aa41dc1ad9	esco	prerequisite	1.00
esco.occ.11df8941-508c-4103-ad40-52cdf9430a59	esco.06f46a6e-62d3-4ca0-bedb-cb4c021c14ee	esco_optional	prerequisite	0.90
esco.occ.11df8941-508c-4103-ad40-52cdf9430a59	esco.2fa85ca3-818b-4e92-a1cf-a35f86ac9585	esco_optional	prerequisite	0.90
esco.occ.11df8941-508c-4103-ad40-52cdf9430a59	esco.324f0243-1a21-4f5c-9f71-52eebc2596ed	esco_optional	prerequisite	0.90
esco.occ.11df8941-508c-4103-ad40-52cdf9430a59	esco.b0560439-14eb-41d1-aa53-1938efc24123	esco_optional	prerequisite	0.90
esco.occ.11df8941-508c-4103-ad40-52cdf9430a59	onet.skill.2.B.5.d	esco_optional	prerequisite	0.90
esco.occ.11df8941-508c-4103-ad40-52cdf9430a59	esco.2691f4d8-d090-423f-afd7-9e721f562e8d	esco_optional	prerequisite	0.90
esco.occ.11df8941-508c-4103-ad40-52cdf9430a59	esco.27a87847-f6cc-4e49-af0b-3d17da351af6	esco_optional	prerequisite	0.90
esco.occ.11df8941-508c-4103-ad40-52cdf9430a59	esco.4cd85845-f31c-4306-994d-e12d45114d83	esco_optional	prerequisite	0.90
esco.occ.11df8941-508c-4103-ad40-52cdf9430a59	esco.56e30a60-0a87-4631-85ea-c69bc8bd0519	esco_optional	prerequisite	0.90
esco.occ.11df8941-508c-4103-ad40-52cdf9430a59	esco.57231a22-4da7-49c8-97b8-75672feadf1e	esco_optional	prerequisite	0.90
esco.occ.11df8941-508c-4103-ad40-52cdf9430a59	esco.5f00bf83-f776-4488-b312-6725f8b6783a	esco_optional	prerequisite	0.90
esco.occ.11df8941-508c-4103-ad40-52cdf9430a59	esco.670c79e9-aa33-41ae-9858-573ade0adb89	esco_optional	prerequisite	0.90
esco.occ.11df8941-508c-4103-ad40-52cdf9430a59	esco.7edc05fe-378b-4c9e-bbb2-e5a29c5a845f	esco_optional	prerequisite	0.90
esco.occ.11df8941-508c-4103-ad40-52cdf9430a59	esco.810134a4-3c40-4140-b8ca-6d6e8d0dc0f1	esco_optional	prerequisite	0.90
esco.occ.11df8941-508c-4103-ad40-52cdf9430a59	esco.a222fb51-a43f-424b-a222-1de80c4033a3	esco_optional	prerequisite	0.90
esco.occ.11df8941-508c-4103-ad40-52cdf9430a59	esco.b363bb5f-2c79-40af-94da-33e06f9dee9f	esco_optional	prerequisite	0.90
esco.occ.11df8941-508c-4103-ad40-52cdf9430a59	esco.d2dc31f1-720c-4757-bc1b-9e563d264dcf	esco_optional	prerequisite	0.90
esco.occ.11e6d39e-1295-40e7-8eea-3eb042bc7e34	esco.8a203a8c-d42e-4063-9036-970434c424e4	esco	prerequisite	1.00
esco.occ.11e6d39e-1295-40e7-8eea-3eb042bc7e34	esco.9e8377c5-ff35-4dd1-a7e4-f50bc7e6f39e	esco	prerequisite	1.00
esco.occ.11e6d39e-1295-40e7-8eea-3eb042bc7e34	esco.b4b3b539-81ae-43aa-a540-0e2ea2c7e802	esco	prerequisite	1.00
esco.occ.11e6d39e-1295-40e7-8eea-3eb042bc7e34	esco.c1e6e283-bc66-4e78-b4ec-501ff082d9f1	esco	prerequisite	1.00
esco.occ.11e6d39e-1295-40e7-8eea-3eb042bc7e34	esco.d11fd23b-ad01-4f12-85f4-e0d2ed16d5af	esco	prerequisite	1.00
esco.occ.11e6d39e-1295-40e7-8eea-3eb042bc7e34	esco.06cf28f4-608d-4fb9-94c5-c0698d70ea71	esco	prerequisite	1.00
esco.occ.11e6d39e-1295-40e7-8eea-3eb042bc7e34	esco.0c944316-12f6-4949-a156-a03dbaae790f	esco	prerequisite	1.00
esco.occ.11e6d39e-1295-40e7-8eea-3eb042bc7e34	esco.1edd57be-9746-42ad-87e4-f468f0950628	esco	prerequisite	1.00
esco.occ.11e6d39e-1295-40e7-8eea-3eb042bc7e34	esco.32adf439-5bbc-4759-8f05-fbaacdac60a6	esco	prerequisite	1.00
esco.occ.11e6d39e-1295-40e7-8eea-3eb042bc7e34	esco.35718973-913e-447b-a968-83e66e6c8872	esco	prerequisite	1.00
esco.occ.11e6d39e-1295-40e7-8eea-3eb042bc7e34	esco.46661213-71c3-4039-86e7-4ee9c908425a	esco	prerequisite	1.00
esco.occ.11e6d39e-1295-40e7-8eea-3eb042bc7e34	esco.4bbb309f-9162-49b9-93da-fb2c371e5c5f	esco	prerequisite	1.00
esco.occ.11e6d39e-1295-40e7-8eea-3eb042bc7e34	esco.5626b3b1-5415-47f6-acf1-b573d457d180	esco	prerequisite	1.00
esco.occ.11e6d39e-1295-40e7-8eea-3eb042bc7e34	esco.5ba1d5b9-3f8d-46ca-bf9f-2e9ca65d1350	esco	prerequisite	1.00
esco.occ.11e6d39e-1295-40e7-8eea-3eb042bc7e34	esco.5faaac96-9273-4156-93fb-8b3d48cf20f4	esco	prerequisite	1.00
esco.occ.11e6d39e-1295-40e7-8eea-3eb042bc7e34	esco.680f271f-4a7e-410a-aaaf-4f42c8f48251	esco	prerequisite	1.00
esco.occ.11e6d39e-1295-40e7-8eea-3eb042bc7e34	esco.6dce7757-c416-4cec-bd2e-9f2319438c48	esco	prerequisite	1.00
esco.occ.11e6d39e-1295-40e7-8eea-3eb042bc7e34	esco.723a149b-101f-4d5c-8afd-46efd1bcc3c5	esco	prerequisite	1.00
esco.occ.11e6d39e-1295-40e7-8eea-3eb042bc7e34	esco.74069002-be43-47b6-b2cc-d170913be3bd	esco	prerequisite	1.00
esco.occ.11e6d39e-1295-40e7-8eea-3eb042bc7e34	esco.895c5a0e-6e7f-47bf-b3a5-fcd22d21d1ba	esco	prerequisite	1.00
esco.occ.11e6d39e-1295-40e7-8eea-3eb042bc7e34	esco.a0d96ce8-aeeb-4ffb-bd78-21c0598179ff	esco	prerequisite	1.00
esco.occ.11e6d39e-1295-40e7-8eea-3eb042bc7e34	esco.a34f4fd4-1aff-4941-82d5-542ac94f81c3	esco	prerequisite	1.00
esco.occ.11e6d39e-1295-40e7-8eea-3eb042bc7e34	esco.b5e1a909-9d21-4c29-9438-9df9fd7da3a1	esco	prerequisite	1.00
esco.occ.11e6d39e-1295-40e7-8eea-3eb042bc7e34	esco.bc250150-3372-42c9-834a-a1b65f89ca0b	esco	prerequisite	1.00
esco.occ.11e6d39e-1295-40e7-8eea-3eb042bc7e34	esco.bf7a45c4-0d72-4e6e-9da7-127b2b6656b7	esco	prerequisite	1.00
esco.occ.11e6d39e-1295-40e7-8eea-3eb042bc7e34	esco.d87653a0-87b0-4c03-a44a-bf0a217431a2	esco	prerequisite	1.00
esco.occ.11e6d39e-1295-40e7-8eea-3eb042bc7e34	esco.e52d79c7-c1be-47d9-84ed-81af18d67931	esco	prerequisite	1.00
esco.occ.11e6d39e-1295-40e7-8eea-3eb042bc7e34	esco.f4751ef2-75fb-4c3b-9827-143895ee6218	esco	prerequisite	1.00
esco.occ.11e6d39e-1295-40e7-8eea-3eb042bc7e34	esco.f5d8db86-12fe-4b17-80ee-dc126bab8335	esco	prerequisite	1.00
esco.occ.11e6d39e-1295-40e7-8eea-3eb042bc7e34	esco.0c4ab800-2daf-4feb-b34e-4e86a2eff2ce	esco_optional	prerequisite	0.90
esco.occ.11e6d39e-1295-40e7-8eea-3eb042bc7e34	esco.27b86b4c-758e-4749-b242-f6dfde2e74f2	esco_optional	prerequisite	0.90
esco.occ.11e6d39e-1295-40e7-8eea-3eb042bc7e34	esco.3efd2b02-f6f8-4911-a154-8bfcaeadeb5d	esco_optional	prerequisite	0.90
esco.occ.11e6d39e-1295-40e7-8eea-3eb042bc7e34	esco.7976294b-215b-4310-a53f-5b0b5ee23d16	esco_optional	prerequisite	0.90
esco.occ.11e6d39e-1295-40e7-8eea-3eb042bc7e34	esco.a118a699-7258-48d1-bc45-45fc04f792c8	esco_optional	prerequisite	0.90
esco.occ.11e6d39e-1295-40e7-8eea-3eb042bc7e34	esco.d59012cb-1362-41db-b431-f0cc5bf44bc4	esco_optional	prerequisite	0.90
esco.occ.11e6d39e-1295-40e7-8eea-3eb042bc7e34	esco.dc57f705-75b6-4232-b531-1f020afa0364	esco_optional	prerequisite	0.90
esco.occ.11e6d39e-1295-40e7-8eea-3eb042bc7e34	esco.0eece926-f1a3-4b65-9b99-a35e4c0eb835	esco_optional	prerequisite	0.90
esco.occ.11e6d39e-1295-40e7-8eea-3eb042bc7e34	esco.14f6c275-5a3c-4016-8be0-53c40b4bfbc5	esco_optional	prerequisite	0.90
esco.occ.11e6d39e-1295-40e7-8eea-3eb042bc7e34	esco.2846ad39-6535-48cf-a4c4-64f0ae9066c1	esco_optional	prerequisite	0.90
esco.occ.11e6d39e-1295-40e7-8eea-3eb042bc7e34	esco.2f4e1ff6-1191-4fd8-b1bf-043af19cec65	esco_optional	prerequisite	0.90
esco.occ.11e6d39e-1295-40e7-8eea-3eb042bc7e34	esco.3c519634-ed10-47af-9685-00418f3a85a3	esco_optional	prerequisite	0.90
esco.occ.11e6d39e-1295-40e7-8eea-3eb042bc7e34	esco.5d05068e-7ae7-4ff6-8fa3-e35ea03b48b1	esco_optional	prerequisite	0.90
esco.occ.11e6d39e-1295-40e7-8eea-3eb042bc7e34	esco.728cd984-19ad-441c-8145-b8edc9c53445	esco_optional	prerequisite	0.90
esco.occ.11e6d39e-1295-40e7-8eea-3eb042bc7e34	esco.76437256-e318-4b8b-af67-32bdae072b17	esco_optional	prerequisite	0.90
esco.occ.11e6d39e-1295-40e7-8eea-3eb042bc7e34	esco.97bba453-d31b-4ba3-8dca-51c5991c9e79	esco_optional	prerequisite	0.90
esco.occ.11e6d39e-1295-40e7-8eea-3eb042bc7e34	esco.b6ccadfa-695d-43f6-94c6-bfc9d1adb88f	esco_optional	prerequisite	0.90
esco.occ.11e6d39e-1295-40e7-8eea-3eb042bc7e34	esco.bf40aa7c-1e99-40bb-a718-1e1492aaf00f	esco_optional	prerequisite	0.90
esco.occ.11e6d39e-1295-40e7-8eea-3eb042bc7e34	esco.c19c5b7d-ce2f-451f-9ae3-59cf823aa490	esco_optional	prerequisite	0.90
esco.occ.11e6d39e-1295-40e7-8eea-3eb042bc7e34	esco.c3cb7aef-952f-4278-97da-e9f7ef230e5d	esco_optional	prerequisite	0.90
esco.occ.11e6d39e-1295-40e7-8eea-3eb042bc7e34	esco.c44c5e78-6647-406c-84f0-b6e626877fc2	esco_optional	prerequisite	0.90
esco.occ.11e6d39e-1295-40e7-8eea-3eb042bc7e34	esco.dacaebb5-5d85-4f3e-9adb-7c82b4f53189	esco_optional	prerequisite	0.90
esco.occ.11e6d39e-1295-40e7-8eea-3eb042bc7e34	esco.dd1704d5-05de-4833-a3f5-99874c1d3b73	esco_optional	prerequisite	0.90
esco.occ.11e6d39e-1295-40e7-8eea-3eb042bc7e34	esco.e65117b6-97e0-4f45-bd61-e581dcd6ec2a	esco_optional	prerequisite	0.90
esco.occ.11e6d39e-1295-40e7-8eea-3eb042bc7e34	esco.e6606637-af5e-4672-a113-c14149891e49	esco_optional	prerequisite	0.90
esco.occ.11e6d39e-1295-40e7-8eea-3eb042bc7e34	esco.ef4a3050-2232-4562-9ecd-bd1d5f22f064	esco_optional	prerequisite	0.90
esco.occ.11e6d39e-1295-40e7-8eea-3eb042bc7e34	esco.f08107de-9dc1-47cf-93e0-7e44820b82b7	esco_optional	prerequisite	0.90
esco.occ.11e6d39e-1295-40e7-8eea-3eb042bc7e34	esco.f66b2fc3-2952-41e5-89bf-a9157ea29420	esco_optional	prerequisite	0.90
esco.occ.11e6d39e-1295-40e7-8eea-3eb042bc7e34	esco.fabc4abb-d255-403e-bfbb-6557afb4db58	esco_optional	prerequisite	0.90
esco.occ.11eb55d3-4dbe-45c5-a6ce-f04ae843c938	esco.5fb469fc-65e4-4bc5-a512-e55281e3500a	esco	prerequisite	1.00
esco.occ.11eb55d3-4dbe-45c5-a6ce-f04ae843c938	esco.c50dc8c9-24b2-47c8-9e1a-894521f5b248	esco	prerequisite	1.00
esco.occ.11eb55d3-4dbe-45c5-a6ce-f04ae843c938	esco.f5db895c-533b-421b-8e7a-0ea39aadf3e5	esco	prerequisite	1.00
esco.occ.11eb55d3-4dbe-45c5-a6ce-f04ae843c938	esco.0f5b4a1d-33e1-4ef0-8efa-0d0aaa69d3d4	esco	prerequisite	1.00
esco.occ.11eb55d3-4dbe-45c5-a6ce-f04ae843c938	esco.17b6d79e-06a9-43f4-8ab4-a43f48fe8b3d	esco	prerequisite	1.00
esco.occ.11eb55d3-4dbe-45c5-a6ce-f04ae843c938	esco.1a3660c2-011c-4e96-9b1d-529afc305428	esco	prerequisite	1.00
esco.occ.11eb55d3-4dbe-45c5-a6ce-f04ae843c938	esco.24f57882-6f11-4699-b7cd-62faa1fdd871	esco	prerequisite	1.00
esco.occ.11eb55d3-4dbe-45c5-a6ce-f04ae843c938	esco.371d57e6-cc5f-4fc0-9c0c-58feb595cc5b	esco	prerequisite	1.00
esco.occ.11eb55d3-4dbe-45c5-a6ce-f04ae843c938	esco.5d34adde-0b78-42b4-9d3d-69e9388d8398	esco	prerequisite	1.00
esco.occ.11eb55d3-4dbe-45c5-a6ce-f04ae843c938	esco.7575fca1-24b3-4844-a82a-90fe73029a70	esco	prerequisite	1.00
esco.occ.11eb55d3-4dbe-45c5-a6ce-f04ae843c938	esco.98bcf04e-1129-4364-85d4-18004808571b	esco	prerequisite	1.00
esco.occ.11eb55d3-4dbe-45c5-a6ce-f04ae843c938	esco.df2ca54a-8d9a-491f-8016-67e362c3497f	esco	prerequisite	1.00
esco.occ.11eb55d3-4dbe-45c5-a6ce-f04ae843c938	esco.f063e7e4-e98a-496e-8cd5-b7c6153dff3e	esco	prerequisite	1.00
esco.occ.11eb55d3-4dbe-45c5-a6ce-f04ae843c938	esco.fe4ef463-422e-4d68-825d-327669cd6a08	esco	prerequisite	1.00
esco.occ.11eb55d3-4dbe-45c5-a6ce-f04ae843c938	esco.152119f5-d0a2-4429-87c4-9f785fb807b5	esco_optional	prerequisite	0.90
esco.occ.11eb55d3-4dbe-45c5-a6ce-f04ae843c938	esco.397c14d5-42e0-4c85-8376-4c70b5a90bcf	esco_optional	prerequisite	0.90
esco.occ.11eb55d3-4dbe-45c5-a6ce-f04ae843c938	esco.3f391588-3ba2-4b9f-bcb4-91ff6bc4860b	esco_optional	prerequisite	0.90
esco.occ.11eb55d3-4dbe-45c5-a6ce-f04ae843c938	esco.424d7132-9dbb-46dc-b318-078ecf8dde15	esco_optional	prerequisite	0.90
esco.occ.11eb55d3-4dbe-45c5-a6ce-f04ae843c938	esco.69683c43-af05-4691-bb6c-9d71bf363bd7	esco_optional	prerequisite	0.90
esco.occ.11eb55d3-4dbe-45c5-a6ce-f04ae843c938	esco.b27411a8-c401-4241-841b-c742ae32a8d3	esco_optional	prerequisite	0.90
esco.occ.11eb55d3-4dbe-45c5-a6ce-f04ae843c938	esco.e6c993f2-89b9-4da7-8c5c-5a165f654bff	esco_optional	prerequisite	0.90
esco.occ.11eb55d3-4dbe-45c5-a6ce-f04ae843c938	esco.0da516ee-e70e-4384-be13-f5ff80be8127	esco_optional	prerequisite	0.90
esco.occ.11eb55d3-4dbe-45c5-a6ce-f04ae843c938	esco.16be151c-c501-43cf-82b1-59df7e32974b	esco_optional	prerequisite	0.90
esco.occ.11eb55d3-4dbe-45c5-a6ce-f04ae843c938	esco.188048ff-18bf-43c4-a1a0-7adb6e68f421	esco_optional	prerequisite	0.90
esco.occ.11eb55d3-4dbe-45c5-a6ce-f04ae843c938	esco.1dcfa7d1-cfa9-4d40-9c82-e045d9b27232	esco_optional	prerequisite	0.90
esco.occ.11eb55d3-4dbe-45c5-a6ce-f04ae843c938	esco.20b9852f-a445-4097-8273-4a18fa6bfff0	esco_optional	prerequisite	0.90
esco.occ.11eb55d3-4dbe-45c5-a6ce-f04ae843c938	esco.25d168e5-ad10-42a8-9f00-9e1417c8ae36	esco_optional	prerequisite	0.90
esco.occ.11eb55d3-4dbe-45c5-a6ce-f04ae843c938	esco.26364a45-13d1-4f89-9600-2dfbec6da09d	esco_optional	prerequisite	0.90
esco.occ.11eb55d3-4dbe-45c5-a6ce-f04ae843c938	esco.3f5feb70-81c6-4afa-879a-fa588c4d4ded	esco_optional	prerequisite	0.90
esco.occ.11eb55d3-4dbe-45c5-a6ce-f04ae843c938	esco.3fb9481f-2be7-4912-bf65-db1368fd2197	esco_optional	prerequisite	0.90
esco.occ.11eb55d3-4dbe-45c5-a6ce-f04ae843c938	esco.42c25baf-ccb3-47d9-a872-bb2ceb615538	esco_optional	prerequisite	0.90
esco.occ.11eb55d3-4dbe-45c5-a6ce-f04ae843c938	esco.4d0e962e-3726-44bd-8efc-8a0aa48642a4	esco_optional	prerequisite	0.90
esco.occ.11eb55d3-4dbe-45c5-a6ce-f04ae843c938	esco.5c221b93-667d-408b-a37b-bfeb2c94dd61	esco_optional	prerequisite	0.90
esco.occ.11eb55d3-4dbe-45c5-a6ce-f04ae843c938	esco.68b6ef08-d823-489d-a95c-752ae6f6e6a7	esco_optional	prerequisite	0.90
esco.occ.11eb55d3-4dbe-45c5-a6ce-f04ae843c938	esco.76d7fa6c-b410-475b-b62a-c7a55b5bede4	esco_optional	prerequisite	0.90
esco.occ.11eb55d3-4dbe-45c5-a6ce-f04ae843c938	esco.98d0c976-2966-4f72-831b-ffd1f531a2c6	esco_optional	prerequisite	0.90
esco.occ.11eb55d3-4dbe-45c5-a6ce-f04ae843c938	esco.a99c6783-50c0-4f7a-99df-bf93429ef6dc	esco_optional	prerequisite	0.90
esco.occ.11eb55d3-4dbe-45c5-a6ce-f04ae843c938	esco.bb40da1a-232f-4ba1-a9f5-5283a4fb7a7a	esco_optional	prerequisite	0.90
esco.occ.11eb55d3-4dbe-45c5-a6ce-f04ae843c938	esco.c9a4b4c0-22a4-4104-9a24-22999d4cecaa	esco_optional	prerequisite	0.90
esco.occ.11eb55d3-4dbe-45c5-a6ce-f04ae843c938	esco.ca192ad9-39d9-49aa-8e87-b174906470b3	esco_optional	prerequisite	0.90
esco.occ.11eb55d3-4dbe-45c5-a6ce-f04ae843c938	esco.d247e43b-824c-45d7-a59c-87ce1e6cf9fc	esco_optional	prerequisite	0.90
esco.occ.11eb55d3-4dbe-45c5-a6ce-f04ae843c938	esco.d8045ecd-22f3-4711-bb51-58969d9f28c7	esco_optional	prerequisite	0.90
esco.occ.11eb55d3-4dbe-45c5-a6ce-f04ae843c938	esco.d915420b-3083-4740-b196-32749111069e	esco_optional	prerequisite	0.90
esco.occ.11eb55d3-4dbe-45c5-a6ce-f04ae843c938	esco.de7bef6f-80d9-4fbe-99fc-5feb1ec2fb4c	esco_optional	prerequisite	0.90
esco.occ.11eb55d3-4dbe-45c5-a6ce-f04ae843c938	esco.e487f6f8-854d-4210-9658-4196f07cc209	esco_optional	prerequisite	0.90
esco.occ.11eb55d3-4dbe-45c5-a6ce-f04ae843c938	esco.f0efcb76-6435-42a6-98d2-248445f95f30	esco_optional	prerequisite	0.90
esco.occ.11eb55d3-4dbe-45c5-a6ce-f04ae843c938	esco.f5dd06b8-5d17-4932-9d03-957d0c4f5051	esco_optional	prerequisite	0.90
esco.occ.11eb55d3-4dbe-45c5-a6ce-f04ae843c938	esco.fd4386c5-96f0-4c6e-970c-c08729ae0cc6	esco_optional	prerequisite	0.90
esco.occ.11eb55d3-4dbe-45c5-a6ce-f04ae843c938	esco.ffea25cf-8eab-44ad-b78c-89b2a813d536	esco_optional	prerequisite	0.90
esco.occ.1209b85e-80f1-490f-a7e1-6ad220bb956d	esco.0cf4c414-891e-4030-a3c3-898643bf20fc	esco	prerequisite	1.00
esco.occ.1209b85e-80f1-490f-a7e1-6ad220bb956d	esco.c46f9312-e414-42f0-9c8b-1c1886af7b8d	esco	prerequisite	1.00
esco.occ.1209b85e-80f1-490f-a7e1-6ad220bb956d	esco.c6846331-2e11-45d6-ab8d-306c956332fc	esco	prerequisite	1.00
esco.occ.1209b85e-80f1-490f-a7e1-6ad220bb956d	esco.e6b31fc5-97c4-45b3-bb5b-5c93e5711d5d	esco	prerequisite	1.00
esco.occ.1209b85e-80f1-490f-a7e1-6ad220bb956d	esco.f3880260-ef21-401c-a64f-a96f21dc968a	esco	prerequisite	1.00
esco.occ.1209b85e-80f1-490f-a7e1-6ad220bb956d	esco.03b9b491-fc9b-4868-914a-bf7cd47b5041	esco	prerequisite	1.00
esco.occ.1209b85e-80f1-490f-a7e1-6ad220bb956d	esco.061f1c12-9811-46f7-ab3e-1d28367d6c73	esco	prerequisite	1.00
esco.occ.1209b85e-80f1-490f-a7e1-6ad220bb956d	esco.09853c3b-6784-456f-abe9-c9f44bf872bc	esco	prerequisite	1.00
esco.occ.1209b85e-80f1-490f-a7e1-6ad220bb956d	esco.10311d30-7788-4866-be1c-8235832b7cee	esco	prerequisite	1.00
esco.occ.1209b85e-80f1-490f-a7e1-6ad220bb956d	esco.11a76a95-66c1-43e0-91f0-be1cc5d05964	esco	prerequisite	1.00
esco.occ.1209b85e-80f1-490f-a7e1-6ad220bb956d	esco.12dfdb75-9041-4d41-9974-dda7ce950f51	esco	prerequisite	1.00
esco.occ.1209b85e-80f1-490f-a7e1-6ad220bb956d	esco.1eb02aeb-5fa4-48b1-9d0b-4aab58d4131c	esco	prerequisite	1.00
esco.occ.1209b85e-80f1-490f-a7e1-6ad220bb956d	esco.26343dda-6dda-4c14-a329-34828135ecbc	esco	prerequisite	1.00
esco.occ.1209b85e-80f1-490f-a7e1-6ad220bb956d	esco.264f48f3-7d00-4ecc-9ba7-d472b5b4f1d7	esco	prerequisite	1.00
esco.occ.1209b85e-80f1-490f-a7e1-6ad220bb956d	esco.4025dea8-3b1a-44ea-9f4f-3cd2d83eec28	esco	prerequisite	1.00
esco.occ.1209b85e-80f1-490f-a7e1-6ad220bb956d	esco.49298916-2090-4b08-ac57-5cfedaa5af36	esco	prerequisite	1.00
