skill_id	prereq_id	source	type	confidence
junyi.9Xi5HaV/Z5cinEcWKVZMuef69TOyb3IxHlE53sgUbQA=	junyi.rvGNITIfQzjD82gpFgMVKC4UZHTbpR2iC06+vTx9KaA=	junyi_hierarchy	prerequisite	0.90
junyi.AzYy1fVXRy9vByJG/zOf+okOqOYX/wK7VjwzQtO06mA=	junyi.rvGNITIfQzjD82gpFgMVKC4UZHTbpR2iC06+vTx9KaA=	junyi_hierarchy	prerequisite	0.90
junyi.a8gAVDPDmrxf2poDVj1SEcQl7lX57osmdVFS1+Z+4K0=	junyi.rvGNITIfQzjD82gpFgMVKC4UZHTbpR2iC06+vTx9KaA=	junyi_hierarchy	prerequisite	0.90
junyi.fvlbr1+0Yu4YTF5vqxIlsxlVUtlAFE/LxIaxKOaLs7g=	junyi.rvGNITIfQzjD82gpFgMVKC4UZHTbpR2iC06+vTx9KaA=	junyi_hierarchy	prerequisite	0.90
junyi.KlMtgQyCzeyNI/luVLtY/TXszXJrew6gRhfjeyt2F9w=	junyi.Q4rlu4p4omxZhIwjIFvGGUuC7wPUkgP+m0owUS+PTtY=	junyi_hierarchy	prerequisite	0.90
junyi.JeJ/U+YZ3HU5Nr8HVj98IUq5D+92/mnaxITEPQlJr7k=	junyi.Q4rlu4p4omxZhIwjIFvGGUuC7wPUkgP+m0owUS+PTtY=	junyi_hierarchy	prerequisite	0.90
junyi.fD8zM1ZR2ONSCf1qFOxRewRZWPyivWHdZKlbbOaK+tY=	junyi.Q4rlu4p4omxZhIwjIFvGGUuC7wPUkgP+m0owUS+PTtY=	junyi_hierarchy	prerequisite	0.90
junyi.e85vrrhrWUiVrvUMsLtqjwCVVgejgRneTUUL2gr0GJ0=	junyi.Q4rlu4p4omxZhIwjIFvGGUuC7wPUkgP+m0owUS+PTtY=	junyi_hierarchy	prerequisite	0.90
junyi.FDFKlshYbN4rO93MtgimwfpEoKerSWp1RFhoSKWXHsY=	junyi.Q4rlu4p4omxZhIwjIFvGGUuC7wPUkgP+m0owUS+PTtY=	junyi_hierarchy	prerequisite	0.90
junyi.+xN/geZI+rXD8yB7YBDvLwAXgXO6aORg9eOFv6AfGHM=	junyi.Q4rlu4p4omxZhIwjIFvGGUuC7wPUkgP+m0owUS+PTtY=	junyi_hierarchy	prerequisite	0.90
junyi.v7yYzJI0/rHfpfs6AyQ6llqhVygGp+wcpMr8emORMxk=	junyi.Q4rlu4p4omxZhIwjIFvGGUuC7wPUkgP+m0owUS+PTtY=	junyi_hierarchy	prerequisite	0.90
junyi.9Xi5HaV/Z5cinEcWKVZMuef69TOyb3IxHlE53sgUbQA=	junyi.Q4rlu4p4omxZhIwjIFvGGUuC7wPUkgP+m0owUS+PTtY=	junyi_hierarchy	prerequisite	0.90
junyi.AzYy1fVXRy9vByJG/zOf+okOqOYX/wK7VjwzQtO06mA=	junyi.Q4rlu4p4omxZhIwjIFvGGUuC7wPUkgP+m0owUS+PTtY=	junyi_hierarchy	prerequisite	0.90
junyi.a8gAVDPDmrxf2poDVj1SEcQl7lX57osmdVFS1+Z+4K0=	junyi.Q4rlu4p4omxZhIwjIFvGGUuC7wPUkgP+m0owUS+PTtY=	junyi_hierarchy	prerequisite	0.90
junyi.fvlbr1+0Yu4YTF5vqxIlsxlVUtlAFE/LxIaxKOaLs7g=	junyi.Q4rlu4p4omxZhIwjIFvGGUuC7wPUkgP+m0owUS+PTtY=	junyi_hierarchy	prerequisite	0.90
junyi.KlMtgQyCzeyNI/luVLtY/TXszXJrew6gRhfjeyt2F9w=	junyi.3Rmd2VQUBwDitQ5mXI3d4TO3qkZv/hd0NH9nOSeh9sQ=	junyi_hierarchy	prerequisite	0.90
junyi.JeJ/U+YZ3HU5Nr8HVj98IUq5D+92/mnaxITEPQlJr7k=	junyi.3Rmd2VQUBwDitQ5mXI3d4TO3qkZv/hd0NH9nOSeh9sQ=	junyi_hierarchy	prerequisite	0.90
junyi.fD8zM1ZR2ONSCf1qFOxRewRZWPyivWHdZKlbbOaK+tY=	junyi.3Rmd2VQUBwDitQ5mXI3d4TO3qkZv/hd0NH9nOSeh9sQ=	junyi_hierarchy	prerequisite	0.90
junyi.e85vrrhrWUiVrvUMsLtqjwCVVgejgRneTUUL2gr0GJ0=	junyi.3Rmd2VQUBwDitQ5mXI3d4TO3qkZv/hd0NH9nOSeh9sQ=	junyi_hierarchy	prerequisite	0.90
junyi.FDFKlshYbN4rO93MtgimwfpEoKerSWp1RFhoSKWXHsY=	junyi.3Rmd2VQUBwDitQ5mXI3d4TO3qkZv/hd0NH9nOSeh9sQ=	junyi_hierarchy	prerequisite	0.90
junyi.+xN/geZI+rXD8yB7YBDvLwAXgXO6aORg9eOFv6AfGHM=	junyi.3Rmd2VQUBwDitQ5mXI3d4TO3qkZv/hd0NH9nOSeh9sQ=	junyi_hierarchy	prerequisite	0.90
junyi.v7yYzJI0/rHfpfs6AyQ6llqhVygGp+wcpMr8emORMxk=	junyi.3Rmd2VQUBwDitQ5mXI3d4TO3qkZv/hd0NH9nOSeh9sQ=	junyi_hierarchy	prerequisite	0.90
junyi.9Xi5HaV/Z5cinEcWKVZMuef69TOyb3IxHlE53sgUbQA=	junyi.3Rmd2VQUBwDitQ5mXI3d4TO3qkZv/hd0NH9nOSeh9sQ=	junyi_hierarchy	prerequisite	0.90
junyi.AzYy1fVXRy9vByJG/zOf+okOqOYX/wK7VjwzQtO06mA=	junyi.3Rmd2VQUBwDitQ5mXI3d4TO3qkZv/hd0NH9nOSeh9sQ=	junyi_hierarchy	prerequisite	0.90
junyi.a8gAVDPDmrxf2poDVj1SEcQl7lX57osmdVFS1+Z+4K0=	junyi.3Rmd2VQUBwDitQ5mXI3d4TO3qkZv/hd0NH9nOSeh9sQ=	junyi_hierarchy	prerequisite	0.90
junyi.fvlbr1+0Yu4YTF5vqxIlsxlVUtlAFE/LxIaxKOaLs7g=	junyi.3Rmd2VQUBwDitQ5mXI3d4TO3qkZv/hd0NH9nOSeh9sQ=	junyi_hierarchy	prerequisite	0.90
junyi.KlMtgQyCzeyNI/luVLtY/TXszXJrew6gRhfjeyt2F9w=	junyi.00KEZbwE/6qJ+WSl9TwUEgbwi/wmnEVgeCnGzi4/EYo=	junyi_hierarchy	prerequisite	0.90
junyi.JeJ/U+YZ3HU5Nr8HVj98IUq5D+92/mnaxITEPQlJr7k=	junyi.00KEZbwE/6qJ+WSl9TwUEgbwi/wmnEVgeCnGzi4/EYo=	junyi_hierarchy	prerequisite	0.90
junyi.fD8zM1ZR2ONSCf1qFOxRewRZWPyivWHdZKlbbOaK+tY=	junyi.00KEZbwE/6qJ+WSl9TwUEgbwi/wmnEVgeCnGzi4/EYo=	junyi_hierarchy	prerequisite	0.90
junyi.e85vrrhrWUiVrvUMsLtqjwCVVgejgRneTUUL2gr0GJ0=	junyi.00KEZbwE/6qJ+WSl9TwUEgbwi/wmnEVgeCnGzi4/EYo=	junyi_hierarchy	prerequisite	0.90
junyi.FDFKlshYbN4rO93MtgimwfpEoKerSWp1RFhoSKWXHsY=	junyi.00KEZbwE/6qJ+WSl9TwUEgbwi/wmnEVgeCnGzi4/EYo=	junyi_hierarchy	prerequisite	0.90
junyi.+xN/geZI+rXD8yB7YBDvLwAXgXO6aORg9eOFv6AfGHM=	junyi.00KEZbwE/6qJ+WSl9TwUEgbwi/wmnEVgeCnGzi4/EYo=	junyi_hierarchy	prerequisite	0.90
junyi.v7yYzJI0/rHfpfs6AyQ6llqhVygGp+wcpMr8emORMxk=	junyi.00KEZbwE/6qJ+WSl9TwUEgbwi/wmnEVgeCnGzi4/EYo=	junyi_hierarchy	prerequisite	0.90
junyi.9Xi5HaV/Z5cinEcWKVZMuef69TOyb3IxHlE53sgUbQA=	junyi.00KEZbwE/6qJ+WSl9TwUEgbwi/wmnEVgeCnGzi4/EYo=	junyi_hierarchy	prerequisite	0.90
junyi.AzYy1fVXRy9vByJG/zOf+okOqOYX/wK7VjwzQtO06mA=	junyi.00KEZbwE/6qJ+WSl9TwUEgbwi/wmnEVgeCnGzi4/EYo=	junyi_hierarchy	prerequisite	0.90
junyi.a8gAVDPDmrxf2poDVj1SEcQl7lX57osmdVFS1+Z+4K0=	junyi.00KEZbwE/6qJ+WSl9TwUEgbwi/wmnEVgeCnGzi4/EYo=	junyi_hierarchy	prerequisite	0.90
junyi.fvlbr1+0Yu4YTF5vqxIlsxlVUtlAFE/LxIaxKOaLs7g=	junyi.00KEZbwE/6qJ+WSl9TwUEgbwi/wmnEVgeCnGzi4/EYo=	junyi_hierarchy	prerequisite	0.90
junyi.KlMtgQyCzeyNI/luVLtY/TXszXJrew6gRhfjeyt2F9w=	junyi.lfFL8LesAlY1wX0+sveN0vu8YZEg5bKCXUOGCLqRxuM=	junyi_hierarchy	prerequisite	0.90
junyi.JeJ/U+YZ3HU5Nr8HVj98IUq5D+92/mnaxITEPQlJr7k=	junyi.lfFL8LesAlY1wX0+sveN0vu8YZEg5bKCXUOGCLqRxuM=	junyi_hierarchy	prerequisite	0.90
junyi.fD8zM1ZR2ONSCf1qFOxRewRZWPyivWHdZKlbbOaK+tY=	junyi.lfFL8LesAlY1wX0+sveN0vu8YZEg5bKCXUOGCLqRxuM=	junyi_hierarchy	prerequisite	0.90
junyi.e85vrrhrWUiVrvUMsLtqjwCVVgejgRneTUUL2gr0GJ0=	junyi.lfFL8LesAlY1wX0+sveN0vu8YZEg5bKCXUOGCLqRxuM=	junyi_hierarchy	prerequisite	0.90
junyi.FDFKlshYbN4rO93MtgimwfpEoKerSWp1RFhoSKWXHsY=	junyi.lfFL8LesAlY1wX0+sveN0vu8YZEg5bKCXUOGCLqRxuM=	junyi_hierarchy	prerequisite	0.90
junyi.+xN/geZI+rXD8yB7YBDvLwAXgXO6aORg9eOFv6AfGHM=	junyi.lfFL8LesAlY1wX0+sveN0vu8YZEg5bKCXUOGCLqRxuM=	junyi_hierarchy	prerequisite	0.90
junyi.v7yYzJI0/rHfpfs6AyQ6llqhVygGp+wcpMr8emORMxk=	junyi.lfFL8LesAlY1wX0+sveN0vu8YZEg5bKCXUOGCLqRxuM=	junyi_hierarchy	prerequisite	0.90
junyi.9Xi5HaV/Z5cinEcWKVZMuef69TOyb3IxHlE53sgUbQA=	junyi.lfFL8LesAlY1wX0+sveN0vu8YZEg5bKCXUOGCLqRxuM=	junyi_hierarchy	prerequisite	0.90
junyi.AzYy1fVXRy9vByJG/zOf+okOqOYX/wK7VjwzQtO06mA=	junyi.lfFL8LesAlY1wX0+sveN0vu8YZEg5bKCXUOGCLqRxuM=	junyi_hierarchy	prerequisite	0.90
junyi.Teuwxr3okYRSPI2Y7Nou4wqGcA78ekLDx+wonvRGsOE=	junyi.lfFL8LesAlY1wX0+sveN0vu8YZEg5bKCXUOGCLqRxuM=	junyi_hierarchy	prerequisite	0.90
junyi.a8gAVDPDmrxf2poDVj1SEcQl7lX57osmdVFS1+Z+4K0=	junyi.lfFL8LesAlY1wX0+sveN0vu8YZEg5bKCXUOGCLqRxuM=	junyi_hierarchy	prerequisite	0.90
junyi.fvlbr1+0Yu4YTF5vqxIlsxlVUtlAFE/LxIaxKOaLs7g=	junyi.lfFL8LesAlY1wX0+sveN0vu8YZEg5bKCXUOGCLqRxuM=	junyi_hierarchy	prerequisite	0.90
junyi.e85vrrhrWUiVrvUMsLtqjwCVVgejgRneTUUL2gr0GJ0=	junyi.+xN/geZI+rXD8yB7YBDvLwAXgXO6aORg9eOFv6AfGHM=	junyi_hierarchy	prerequisite	0.90
junyi.v7yYzJI0/rHfpfs6AyQ6llqhVygGp+wcpMr8emORMxk=	junyi.+xN/geZI+rXD8yB7YBDvLwAXgXO6aORg9eOFv6AfGHM=	junyi_hierarchy	prerequisite	0.90
junyi.a8gAVDPDmrxf2poDVj1SEcQl7lX57osmdVFS1+Z+4K0=	junyi.+xN/geZI+rXD8yB7YBDvLwAXgXO6aORg9eOFv6AfGHM=	junyi_hierarchy	prerequisite	0.90
junyi.fvlbr1+0Yu4YTF5vqxIlsxlVUtlAFE/LxIaxKOaLs7g=	junyi.+xN/geZI+rXD8yB7YBDvLwAXgXO6aORg9eOFv6AfGHM=	junyi_hierarchy	prerequisite	0.90
junyi.fD8zM1ZR2ONSCf1qFOxRewRZWPyivWHdZKlbbOaK+tY=	junyi.9Xi5HaV/Z5cinEcWKVZMuef69TOyb3IxHlE53sgUbQA=	junyi_hierarchy	prerequisite	0.90
junyi.e85vrrhrWUiVrvUMsLtqjwCVVgejgRneTUUL2gr0GJ0=	junyi.9Xi5HaV/Z5cinEcWKVZMuef69TOyb3IxHlE53sgUbQA=	junyi_hierarchy	prerequisite	0.90
junyi.+xN/geZI+rXD8yB7YBDvLwAXgXO6aORg9eOFv6AfGHM=	junyi.9Xi5HaV/Z5cinEcWKVZMuef69TOyb3IxHlE53sgUbQA=	junyi_hierarchy	prerequisite	0.90
junyi.v7yYzJI0/rHfpfs6AyQ6llqhVygGp+wcpMr8emORMxk=	junyi.9Xi5HaV/Z5cinEcWKVZMuef69TOyb3IxHlE53sgUbQA=	junyi_hierarchy	prerequisite	0.90
junyi.a8gAVDPDmrxf2poDVj1SEcQl7lX57osmdVFS1+Z+4K0=	junyi.9Xi5HaV/Z5cinEcWKVZMuef69TOyb3IxHlE53sgUbQA=	junyi_hierarchy	prerequisite	0.90
junyi.fvlbr1+0Yu4YTF5vqxIlsxlVUtlAFE/LxIaxKOaLs7g=	junyi.9Xi5HaV/Z5cinEcWKVZMuef69TOyb3IxHlE53sgUbQA=	junyi_hierarchy	prerequisite	0.90
junyi.u/LPC06b7BAhroZcvBEYJUUOpby5g4JLLjaI92XikLc=	junyi.9Xi5HaV/Z5cinEcWKVZMuef69TOyb3IxHlE53sgUbQA=	junyi_hierarchy	prerequisite	0.90
junyi.KlMtgQyCzeyNI/luVLtY/TXszXJrew6gRhfjeyt2F9w=	junyi.tBZ3hZqed0H7wHFp8jHQT6bij5GrwxB8L32UylQKUrc=	junyi_hierarchy	prerequisite	0.90
junyi.JeJ/U+YZ3HU5Nr8HVj98IUq5D+92/mnaxITEPQlJr7k=	junyi.tBZ3hZqed0H7wHFp8jHQT6bij5GrwxB8L32UylQKUrc=	junyi_hierarchy	prerequisite	0.90
junyi.fD8zM1ZR2ONSCf1qFOxRewRZWPyivWHdZKlbbOaK+tY=	junyi.tBZ3hZqed0H7wHFp8jHQT6bij5GrwxB8L32UylQKUrc=	junyi_hierarchy	prerequisite	0.90
junyi.e85vrrhrWUiVrvUMsLtqjwCVVgejgRneTUUL2gr0GJ0=	junyi.tBZ3hZqed0H7wHFp8jHQT6bij5GrwxB8L32UylQKUrc=	junyi_hierarchy	prerequisite	0.90
junyi.FDFKlshYbN4rO93MtgimwfpEoKerSWp1RFhoSKWXHsY=	junyi.tBZ3hZqed0H7wHFp8jHQT6bij5GrwxB8L32UylQKUrc=	junyi_hierarchy	prerequisite	0.90
junyi.+xN/geZI+rXD8yB7YBDvLwAXgXO6aORg9eOFv6AfGHM=	junyi.tBZ3hZqed0H7wHFp8jHQT6bij5GrwxB8L32UylQKUrc=	junyi_hierarchy	prerequisite	0.90
junyi.v7yYzJI0/rHfpfs6AyQ6llqhVygGp+wcpMr8emORMxk=	junyi.tBZ3hZqed0H7wHFp8jHQT6bij5GrwxB8L32UylQKUrc=	junyi_hierarchy	prerequisite	0.90
junyi.9Xi5HaV/Z5cinEcWKVZMuef69TOyb3IxHlE53sgUbQA=	junyi.tBZ3hZqed0H7wHFp8jHQT6bij5GrwxB8L32UylQKUrc=	junyi_hierarchy	prerequisite	0.90
junyi.AzYy1fVXRy9vByJG/zOf+okOqOYX/wK7VjwzQtO06mA=	junyi.tBZ3hZqed0H7wHFp8jHQT6bij5GrwxB8L32UylQKUrc=	junyi_hierarchy	prerequisite	0.90
junyi.a8gAVDPDmrxf2poDVj1SEcQl7lX57osmdVFS1+Z+4K0=	junyi.tBZ3hZqed0H7wHFp8jHQT6bij5GrwxB8L32UylQKUrc=	junyi_hierarchy	prerequisite	0.90
junyi.J5c76AnfkB6hMQU+QWzlyPCdmUpqKhQeMZzspmG1HUg=	junyi.tBZ3hZqed0H7wHFp8jHQT6bij5GrwxB8L32UylQKUrc=	junyi_hierarchy	prerequisite	0.90
junyi.fvlbr1+0Yu4YTF5vqxIlsxlVUtlAFE/LxIaxKOaLs7g=	junyi.tBZ3hZqed0H7wHFp8jHQT6bij5GrwxB8L32UylQKUrc=	junyi_hierarchy	prerequisite	0.90
junyi.KeJmbhOn5D4GwVbthjGdNmvg+pW76XxfjkZizeDWUpk=	junyi.tBZ3hZqed0H7wHFp8jHQT6bij5GrwxB8L32UylQKUrc=	junyi_hierarchy	prerequisite	0.90
junyi.u/LPC06b7BAhroZcvBEYJUUOpby5g4JLLjaI92XikLc=	junyi.tBZ3hZqed0H7wHFp8jHQT6bij5GrwxB8L32UylQKUrc=	junyi_hierarchy	prerequisite	0.90
junyi.JeJ/U+YZ3HU5Nr8HVj98IUq5D+92/mnaxITEPQlJr7k=	junyi.AzYy1fVXRy9vByJG/zOf+okOqOYX/wK7VjwzQtO06mA=	junyi_hierarchy	prerequisite	0.90
junyi.fD8zM1ZR2ONSCf1qFOxRewRZWPyivWHdZKlbbOaK+tY=	junyi.AzYy1fVXRy9vByJG/zOf+okOqOYX/wK7VjwzQtO06mA=	junyi_hierarchy	prerequisite	0.90
junyi.e85vrrhrWUiVrvUMsLtqjwCVVgejgRneTUUL2gr0GJ0=	junyi.AzYy1fVXRy9vByJG/zOf+okOqOYX/wK7VjwzQtO06mA=	junyi_hierarchy	prerequisite	0.90
junyi.FDFKlshYbN4rO93MtgimwfpEoKerSWp1RFhoSKWXHsY=	junyi.AzYy1fVXRy9vByJG/zOf+okOqOYX/wK7VjwzQtO06mA=	junyi_hierarchy	prerequisite	0.90
junyi.+xN/geZI+rXD8yB7YBDvLwAXgXO6aORg9eOFv6AfGHM=	junyi.AzYy1fVXRy9vByJG/zOf+okOqOYX/wK7VjwzQtO06mA=	junyi_hierarchy	prerequisite	0.90
junyi.v7yYzJI0/rHfpfs6AyQ6llqhVygGp+wcpMr8emORMxk=	junyi.AzYy1fVXRy9vByJG/zOf+okOqOYX/wK7VjwzQtO06mA=	junyi_hierarchy	prerequisite	0.90
junyi.9Xi5HaV/Z5cinEcWKVZMuef69TOyb3IxHlE53sgUbQA=	junyi.AzYy1fVXRy9vByJG/zOf+okOqOYX/wK7VjwzQtO06mA=	junyi_hierarchy	prerequisite	0.90
junyi.a8gAVDPDmrxf2poDVj1SEcQl7lX57osmdVFS1+Z+4K0=	junyi.AzYy1fVXRy9vByJG/zOf+okOqOYX/wK7VjwzQtO06mA=	junyi_hierarchy	prerequisite	0.90
junyi.fvlbr1+0Yu4YTF5vqxIlsxlVUtlAFE/LxIaxKOaLs7g=	junyi.AzYy1fVXRy9vByJG/zOf+okOqOYX/wK7VjwzQtO06mA=	junyi_hierarchy	prerequisite	0.90
junyi.KeJmbhOn5D4GwVbthjGdNmvg+pW76XxfjkZizeDWUpk=	junyi.AzYy1fVXRy9vByJG/zOf+okOqOYX/wK7VjwzQtO06mA=	junyi_hierarchy	prerequisite	0.90
junyi.u/LPC06b7BAhroZcvBEYJUUOpby5g4JLLjaI92XikLc=	junyi.AzYy1fVXRy9vByJG/zOf+okOqOYX/wK7VjwzQtO06mA=	junyi_hierarchy	prerequisite	0.90
junyi.KlMtgQyCzeyNI/luVLtY/TXszXJrew6gRhfjeyt2F9w=	junyi.sbX37mPX7s12nP6ST0kOrlxn3LZ4PhWGqmgvpEIj6ng=	junyi_hierarchy	prerequisite	0.90
junyi.JeJ/U+YZ3HU5Nr8HVj98IUq5D+92/mnaxITEPQlJr7k=	junyi.sbX37mPX7s12nP6ST0kOrlxn3LZ4PhWGqmgvpEIj6ng=	junyi_hierarchy	prerequisite	0.90
junyi.fD8zM1ZR2ONSCf1qFOxRewRZWPyivWHdZKlbbOaK+tY=	junyi.sbX37mPX7s12nP6ST0kOrlxn3LZ4PhWGqmgvpEIj6ng=	junyi_hierarchy	prerequisite	0.90
junyi.e85vrrhrWUiVrvUMsLtqjwCVVgejgRneTUUL2gr0GJ0=	junyi.sbX37mPX7s12nP6ST0kOrlxn3LZ4PhWGqmgvpEIj6ng=	junyi_hierarchy	prerequisite	0.90
junyi.FDFKlshYbN4rO93MtgimwfpEoKerSWp1RFhoSKWXHsY=	junyi.sbX37mPX7s12nP6ST0kOrlxn3LZ4PhWGqmgvpEIj6ng=	junyi_hierarchy	prerequisite	0.90
junyi.+xN/geZI+rXD8yB7YBDvLwAXgXO6aORg9eOFv6AfGHM=	junyi.sbX37mPX7s12nP6ST0kOrlxn3LZ4PhWGqmgvpEIj6ng=	junyi_hierarchy	prerequisite	0.90
junyi.v7yYzJI0/rHfpfs6AyQ6llqhVygGp+wcpMr8emORMxk=	junyi.sbX37mPX7s12nP6ST0kOrlxn3LZ4PhWGqmgvpEIj6ng=	junyi_hierarchy	prerequisite	0.90
junyi.9Xi5HaV/Z5cinEcWKVZMuef69TOyb3IxHlE53sgUbQA=	junyi.sbX37mPX7s12nP6ST0kOrlxn3LZ4PhWGqmgvpEIj6ng=	junyi_hierarchy	prerequisite	0.90
junyi.AzYy1fVXRy9vByJG/zOf+okOqOYX/wK7VjwzQtO06mA=	junyi.sbX37mPX7s12nP6ST0kOrlxn3LZ4PhWGqmgvpEIj6ng=	junyi_hierarchy	prerequisite	0.90
junyi.a8gAVDPDmrxf2poDVj1SEcQl7lX57osmdVFS1+Z+4K0=	junyi.sbX37mPX7s12nP6ST0kOrlxn3LZ4PhWGqmgvpEIj6ng=	junyi_hierarchy	prerequisite	0.90
junyi.fvlbr1+0Yu4YTF5vqxIlsxlVUtlAFE/LxIaxKOaLs7g=	junyi.sbX37mPX7s12nP6ST0kOrlxn3LZ4PhWGqmgvpEIj6ng=	junyi_hierarchy	prerequisite	0.90
junyi.KlMtgQyCzeyNI/luVLtY/TXszXJrew6gRhfjeyt2F9w=	junyi.5mFUoufpNkJhFs1oOkwpadisjYtcoP4eIjvzRWOShe4=	junyi_hierarchy	prerequisite	0.90
junyi.JeJ/U+YZ3HU5Nr8HVj98IUq5D+92/mnaxITEPQlJr7k=	junyi.5mFUoufpNkJhFs1oOkwpadisjYtcoP4eIjvzRWOShe4=	junyi_hierarchy	prerequisite	0.90
junyi.fD8zM1ZR2ONSCf1qFOxRewRZWPyivWHdZKlbbOaK+tY=	junyi.5mFUoufpNkJhFs1oOkwpadisjYtcoP4eIjvzRWOShe4=	junyi_hierarchy	prerequisite	0.90
junyi.e85vrrhrWUiVrvUMsLtqjwCVVgejgRneTUUL2gr0GJ0=	junyi.5mFUoufpNkJhFs1oOkwpadisjYtcoP4eIjvzRWOShe4=	junyi_hierarchy	prerequisite	0.90
junyi.FDFKlshYbN4rO93MtgimwfpEoKerSWp1RFhoSKWXHsY=	junyi.5mFUoufpNkJhFs1oOkwpadisjYtcoP4eIjvzRWOShe4=	junyi_hierarchy	prerequisite	0.90
junyi.+xN/geZI+rXD8yB7YBDvLwAXgXO6aORg9eOFv6AfGHM=	junyi.5mFUoufpNkJhFs1oOkwpadisjYtcoP4eIjvzRWOShe4=	junyi_hierarchy	prerequisite	0.90
junyi.v7yYzJI0/rHfpfs6AyQ6llqhVygGp+wcpMr8emORMxk=	junyi.5mFUoufpNkJhFs1oOkwpadisjYtcoP4eIjvzRWOShe4=	junyi_hierarchy	prerequisite	0.90
junyi.9Xi5HaV/Z5cinEcWKVZMuef69TOyb3IxHlE53sgUbQA=	junyi.5mFUoufpNkJhFs1oOkwpadisjYtcoP4eIjvzRWOShe4=	junyi_hierarchy	prerequisite	0.90
junyi.AzYy1fVXRy9vByJG/zOf+okOqOYX/wK7VjwzQtO06mA=	junyi.5mFUoufpNkJhFs1oOkwpadisjYtcoP4eIjvzRWOShe4=	junyi_hierarchy	prerequisite	0.90
junyi.a8gAVDPDmrxf2poDVj1SEcQl7lX57osmdVFS1+Z+4K0=	junyi.5mFUoufpNkJhFs1oOkwpadisjYtcoP4eIjvzRWOShe4=	junyi_hierarchy	prerequisite	0.90
junyi.fvlbr1+0Yu4YTF5vqxIlsxlVUtlAFE/LxIaxKOaLs7g=	junyi.5mFUoufpNkJhFs1oOkwpadisjYtcoP4eIjvzRWOShe4=	junyi_hierarchy	prerequisite	0.90
junyi.KlMtgQyCzeyNI/luVLtY/TXszXJrew6gRhfjeyt2F9w=	junyi.lCiErLu25B5SZD4PvpfL2mNLrI6Vr/iDlsYeTdU8poM=	junyi_hierarchy	prerequisite	0.90
junyi.JeJ/U+YZ3HU5Nr8HVj98IUq5D+92/mnaxITEPQlJr7k=	junyi.lCiErLu25B5SZD4PvpfL2mNLrI6Vr/iDlsYeTdU8poM=	junyi_hierarchy	prerequisite	0.90
junyi.fD8zM1ZR2ONSCf1qFOxRewRZWPyivWHdZKlbbOaK+tY=	junyi.lCiErLu25B5SZD4PvpfL2mNLrI6Vr/iDlsYeTdU8poM=	junyi_hierarchy	prerequisite	0.90
junyi.e85vrrhrWUiVrvUMsLtqjwCVVgejgRneTUUL2gr0GJ0=	junyi.lCiErLu25B5SZD4PvpfL2mNLrI6Vr/iDlsYeTdU8poM=	junyi_hierarchy	prerequisite	0.90
junyi.FDFKlshYbN4rO93MtgimwfpEoKerSWp1RFhoSKWXHsY=	junyi.lCiErLu25B5SZD4PvpfL2mNLrI6Vr/iDlsYeTdU8poM=	junyi_hierarchy	prerequisite	0.90
junyi.+xN/geZI+rXD8yB7YBDvLwAXgXO6aORg9eOFv6AfGHM=	junyi.lCiErLu25B5SZD4PvpfL2mNLrI6Vr/iDlsYeTdU8poM=	junyi_hierarchy	prerequisite	0.90
junyi.v7yYzJI0/rHfpfs6AyQ6llqhVygGp+wcpMr8emORMxk=	junyi.lCiErLu25B5SZD4PvpfL2mNLrI6Vr/iDlsYeTdU8poM=	junyi_hierarchy	prerequisite	0.90
junyi.9Xi5HaV/Z5cinEcWKVZMuef69TOyb3IxHlE53sgUbQA=	junyi.lCiErLu25B5SZD4PvpfL2mNLrI6Vr/iDlsYeTdU8poM=	junyi_hierarchy	prerequisite	0.90
junyi.AzYy1fVXRy9vByJG/zOf+okOqOYX/wK7VjwzQtO06mA=	junyi.lCiErLu25B5SZD4PvpfL2mNLrI6Vr/iDlsYeTdU8poM=	junyi_hierarchy	prerequisite	0.90
junyi.Teuwxr3okYRSPI2Y7Nou4wqGcA78ekLDx+wonvRGsOE=	junyi.lCiErLu25B5SZD4PvpfL2mNLrI6Vr/iDlsYeTdU8poM=	junyi_hierarchy	prerequisite	0.90
junyi.a8gAVDPDmrxf2poDVj1SEcQl7lX57osmdVFS1+Z+4K0=	junyi.lCiErLu25B5SZD4PvpfL2mNLrI6Vr/iDlsYeTdU8poM=	junyi_hierarchy	prerequisite	0.90
junyi.fvlbr1+0Yu4YTF5vqxIlsxlVUtlAFE/LxIaxKOaLs7g=	junyi.lCiErLu25B5SZD4PvpfL2mNLrI6Vr/iDlsYeTdU8poM=	junyi_hierarchy	prerequisite	0.90
junyi.KlMtgQyCzeyNI/luVLtY/TXszXJrew6gRhfjeyt2F9w=	junyi.Bwy+g5s/cdkK1YBAu2AbE00aDEIgVHvQLglAIAnNIlU=	junyi_hierarchy	prerequisite	0.90
junyi.JeJ/U+YZ3HU5Nr8HVj98IUq5D+92/mnaxITEPQlJr7k=	junyi.Bwy+g5s/cdkK1YBAu2AbE00aDEIgVHvQLglAIAnNIlU=	junyi_hierarchy	prerequisite	0.90
junyi.fD8zM1ZR2ONSCf1qFOxRewRZWPyivWHdZKlbbOaK+tY=	junyi.Bwy+g5s/cdkK1YBAu2AbE00aDEIgVHvQLglAIAnNIlU=	junyi_hierarchy	prerequisite	0.90
