Code	Data Name	Prereq(s)	H-Position	V-Position	Display Name	Link to Practice problem
1180	properties-of-definite-integrals-challenge	the-definite-integral-as-the-limit-of-a-riemann-sum	174	4	Using multiple properties of definite integrals	
1181	properties-of-integrals	understanding-the-fundamental-theorem-of-calculus	175	4	Finding definite integrals using algebraic properties	
1182	using-rectangles-to-approximate-area-under-a-curve	area-under-a-rate-function-equals-net-change	176	7	Left & right Riemann sums	
1183	riemann-sums-and-sigma-notation	sigma-notation; over-and-under-estimation-of-riemann-sums	177	7	Riemann sums in summation notation	
1184	the-definite-integral-as-the-limit-of-a-riemann-sum	riemann-sums-and-sigma-notation	178	6	Definite integral as the limit of a Riemann sum	
1185	trapezoid-rule	using-rectangles-to-approximate-area-under-a-curve	178	8	Midpoint & trapezoidal sums	
1186	fundamental-theorem-of-calculus-graphically	the-definite-integral-as-the-limit-of-a-riemann-sum	179	6	Functions defined by definite integrals (accumulation functions)	
1187	functions-defined-by-integrals	fundamental-theorem-of-calculus-graphically	180	6	Functions defined by integrals challenge	
1188	evaluating-definite-integrals	reverse-power-rule-rewriting	181	3	Definite integrals:  reverse power rule	
1189	the-fundamental-theorem-of-calculus	fundamental-theorem-of-calculus-graphically	181	7	Finding derivative with fundamental theorem of calculus	
1190	improper-integrals	evaluating-definite-integrals-2	182	1	Improper integrals	
1191	integrating-piecewise-functions	evaluating-definite-integrals-2	182	2	Definite integrals of piecewise functions	
1192	evaluating-definite-integrals-2	evaluating-definite-integrals; indefinite-integrals-of-e-x-1-x; integrating-sin-cos	182	3	Definite integrals:  common functions	
1193	fundamental-theorem-of-calculus	evaluating-definite-integrals	182	4	Area using definite integrals	
1194	second-fundamental-theorem-of-calculus	the-fundamental-theorem-of-calculus	182	7	Finding derivative with fundamental theorem of calculus:  chain rule	
1195	average-value-of-a-function	u-substitution--definite-integrals; mean-value-theorem	183	-1	Average value of a function	
1196	area-between-a-curve-and-an-axis	u-substitution--definite-integrals	183	3	Area between a curve and the x-axis	
1197	area-between-two-curves-given-end-points	area-between-a-curve-and-an-axis	184	3	Area between two curves given end points	
1198	integration-by-parts	u-substitution--definite-integrals	184	6	Integration by parts	
1199	integration-of-rational-functions-by-division-and-partial-fractions	integration-by-u-substitution	184	7	Integration with partial fractions	
1200	integration-by-u-substitution	u-substitution-defining-u	184	8	𝘶-substitution:  indefinite integrals	
1201	integration-by-the-reverse-chain-rule	evaluating-definite-integrals-2; second-fundamental-theorem-of-calculus	184	9	Reverse chain rule	
1202	optimization	critical-numbers; related-rates	185	3	Optimization	
1203	find-the-area-between-two-curves	area-between-two-curves-given-end-points	185	3	Area between two curves	
1204	integration-by-parts--definite-integrals	integration-by-parts	185	6	Integration by parts:  definite integrals	
1205	u-substitution--definite-integrals	integration-by-u-substitution	185	8	𝘶-substitution:  definite integrals	
1206	area-under-a-rate-function-equals-net-change	meaning-of-the-derivative-in-context	187	1	Accumulation of change	
1207	volumes-of-solids-of-known-cross-section	area-between-curves-that-intersect-at-more-than-two-points	187	2	Volumes with cross sections:  squares and rectangles (intro)	
1208	arc-length-of-functions-in-one-variable	volumes-with-square-and-rectangle-cross-sections	187	4	Arc length	
1209	area-enclosed-by-polar-graphs	area-bounded-by-polar-curves-intro	187	5	Area bounded by polar curves	
1210	particle-motion	analyzing-motion-problems-integral-calc	188	1	Motion problems (with integrals)	
1211	the-disk-method	volumes-with-triangles-and-semicircles-cross-sections	188	2	Disc method:  revolving around x- or y-axis	
1212	the-washer-method	the-disk-method	189	2	Washer method:  revolving around x- or y-axis	
1213	volumes-of-solids-of-revolution-by-shells	the-washer-method	190	2	Shell method	
1214	integration-using-trigonometric-identities	u-substitution--definite-integrals	192	7	Integration using trigonometric identities	
1215	understanding-sequences	recursive_explicit	192	10	Sequences review	
1216	integration-using-trigonometric-substitution	integration-using-trigonometric-identities	193	7	Trigonometric substitution	
1217	convergence-and-divergence-of-sequences	recursive_explicit; limits-at-infinity-of-rational-functions-radicals	193	10	Sequence convergence/divergence	
1218	understanding-series	convergence-and-divergence-of-sequences; sigma-notation	194	10	Partial sums intro	
1219	arc-length-of-polar-curves	parametric-curve-arc-length; area-between-two-polar-curves	195	9	Arc length of polar curves	
1220	convergence-and-divergence-of-series	understanding-series	195	10	Partial sums & series	
1221	geometric-series-of-constants	convergence-and-divergence-of-series; writing-finite-geometric-series-in-sigma-notation	196	10	Infinite geometric series	
1222	nth-term-test	geometric-series-of-constants	197	10	nth term test	
1223	ratio-test	alternating-series	198	10	Ratio test	
1224	direct-and-limit-comparison-tests	p-series	199	10	Direct comparison test	
1225	alternating-series	limit-comparison-test	200	10	Alternating series test	
1226	alternating-series-remainder	determine-absolute-or-conditional-convergence	201	10	Alternating series remainder	
1227	creating-power-series-from-geometric-series-using-algebra	find-interval-of-convergence	202	10	Function as a geometric series	
1228	introduction-to-differential-equations-and-initial-value-problems	write-differential-equations	202	22	Verify solutions to differential equations	
1229	creating-power-series-from-geometric-series-using-differentiation-and-integration	integration-and-differentiation-of-power-series	203	10	Integrals & derivatives of functions with known power series	
1230	slope-fields	introduction-to-differential-equations-and-initial-value-problems	203	22	Slope fields & equations	
1231	maclaurin-series-for-sin-x--cos-x--and-e-x	creating-power-series-from-geometric-series-using-algebra	204	10	Maclaurin series of sin(x) cos(x) and eˣ	
1232	separable-differential-equations	indefinite-integrals; separable-equations	204	22	Particular solutions to separable differential equations	
1233	integration-and-differentiation-of-power-series	maclaurin-series-for-sin-x--cos-x--and-e-x	205	10	Integrate & differentiate power series	
1234	euler-s-method	slope-fields-and-solutions	205	22	Euler's method	
1235	finding-taylor-series	alternating-series-remainder	206	10	Taylor & Maclaurin polynomials	
1236	shift-parabolas	graphing_parabolas_2	x	x	Shift parabolas	
1237	find-critical-points	derivatives-capstone	x	x	Find critical points	
1238	find-interval-of-convergence	taylor-polynomial-approximation	x	x	Interval of convergence	
1239	circumference-and-rotations	find-the-radius-or-diameter-of-a-circle-from-the-circumference-or-area	x	x	Circumference and rotations	
1240	powers-of-powers	exponents	x	x	Powers of powers	
1241	find-measures-using-rigid-transformations	area_of_squares_and_rectangles; reflections-1	x	x	Find measures using rigid transformations	
1242	constant-of-proportionality-from-tables	unit-rates	x	x	Constant of proportionality from tables (with equations)	
1243	appropriate-units	rate-conversion	x	x	Appropriate units	
1244	create-a-table-or-coordinates-from-a-given-rule	patterns; graphing_points	x	x	Tables from rules that relate 2 variables	
1245	separable-equations	separable-differential-equations-find-the-error	x	x	Separable differential equations	
1246	area-between-curves-that-intersect-at-more-than-two-points	area-between-a-curve-and-the-y-axis	x	x	Area between curves that intersect at more than two points (calculator-active)	
1247	complete-a-table-from-a-two-variable-equation	create-a-table-or-coordinates-from-a-given-rule	x	x	Tables from equations with 2 variables	
1248	diff-eq-exponential-models-word-problems	exponential-model-equations	x	x	Differential equations:  exponential model word problems	
1249	net-change-algebraic	analyzing-problems-involving-definite-integrals	x	x	Problems involving definite integrals (algebraic)	
1250	volume-with-cubes-with-fraction-lengths	volume_with_unit_cubes; volume_1	x	x	Volume with cubes with fraction lengths	
1251	volume-of-spheres	area_of_a_circle; volume_1	x	x	Volume of spheres	
1252	model-with-one-step-equations-and-solve	translate-one-step-equations-and-solve--basic-; equations-in-one-variable-1	x	x	Model with one-step equations and solve	
1253	function-rules-from-equations	evaluate-functions	x	x	Function rules from equations	
1254	derivatives-of-inverse-trigonometric-functions	derivatives-of-inverse-functions	x	x	Derivatives of inverse trigonometric functions	
1255	selecting-procedures-for-calculating-limits-3	selecting-procedures-for-calculating-limits-2	x	x	Strategy in finding limits	
1256	telling-time-word-problems-	time-differences--over-the-hour-; unit-sense	x	x	Telling time word problems	
1257	equivalent-expressions-with-percent-problems	equivalent-representations-of-percent-problems	x	x	Equivalent expressions with percent problems	
1258	area-polar-calculator-active	area-between-two-polar-curves	x	x	Area with polar functions (calculator-active)	
1259	relate-double-numbers-lines-and-ratio-tables	ratios-with-double-number-lines	x	x	Relate double numbers lines and ratio tables	
1260	integration-using-long-division	integration-by-u-substitution	x	x	Integration using long division	
1261	second-derivatives-implicit-equations	second-derivatives; implicit-differentiation	x	x	Second derivatives (implicit equations)	
1262	stretch-and-shrink-parabolas	shift-parabolas	x	x	Scale & reflect parabolas	
1263	understanding-remainders	division_1.5	x	x	Intro to remainders	
1264	testing-solutions-to-inequalities--basic-	number_line_2; ordering-rational-numbers	x	x	Testing solutions to inequalities (basic)	
1265	interpret-scale-factor-in-scale-drawings	corresponding-sides-and-points-in-scale-drawings	x	x	Interpret scale factor in scale drawings	
1266	over-and-under-estimation-of-riemann-sums	using-rectangles-to-approximate-area-under-a-curve	x	x	Over- and under-estimation of Riemann sums	
1267	connecting-limits-and-graphical-behavior	one-sided-limits-from-graphs	x	x	Connecting limits and graphical behavior	
1268	power-rule-intro	basic-differentiation-rules	x	x	Power rule (positive integer powers)	
1269	graphing-exponential-growth-intro	interpret-exponential-expressions-word-problems	x	x	Graphs of exponential growth	
1270	separable-differential-equations-find-the-error	introduction-to-differential-equations-and-initial-value-problems; u-substitution--definite-integrals	x	x	Separable differential equations:  find the error	
1271	solve-quadratics-by-taking-square-roots-intro	adding_and_subtracting_radicals; zero-product-property	x	x	Quadratics by taking square roots intro	
1272	add-decimals-visually	estimating-with-adding-decimals; decimal-intuition-with-grids	x	x	Add decimals visually	
1273	differentiating-functions--find-the-error	exp-log-trig-radical-composite-diff	x	x	Differentiating functions:  Find the error	
1274	divide-decimals-visually	decimal-intuition-with-grids; estimating-with-dividing-decimals	x	x	Divide decimals visually	
1275	equations-with-square-roots---cube-roots--decimals---fractions	roots-of-decimals-and-fractions	x	x	Equations with square roots:  decimals & fractions	
1276	multi-digit-subtraction	select-strategies-for-subtracting-within-1000break-apart-3-digit-subtraction-problemssubtract-on-a-number-line	x	x	Multi-digit subtraction	
1277	dilations-center	defining-dilations-2	x	x	Dilations:  center	
1278	relate-fractions--decimals--and-percents	percents-from-fraction-models	x	x	Relate fractions decimals and percents	
1279	ratios-on-coordinate-plane	solving-ratio-problems-with-tables	x	x	Ratios on coordinate plane	
1280	add-and-subtract-mixed-numbers-word-problems--like-denominators-	adding_subtracting_mixed_numbers_0.5; adding-and-subtracting-mixed-numbers-with-like-denominators-2	x	x	Add and subtract mixed numbers word problems (like denominators)	
1281	right-triangle-side-lengths	pythagorean_theorem_1; use-pythagorean-theorem-to-find-side-lengths-on-isosceles-triangles	x	x	Right triangle side lengths	
1282	multiply-powers	exponents	x	x	Multiply powers	
1283	parametric-curve-arc-length	arc-length-of-functions-in-one-variable; differentiate-parametric-functions	x	x	Parametric curve arc length	
1284	integral-test	nth-term-test; improper-integrals	x	x	Integral test	
1285	order-of-operations--no-exponents-	expressions-with-parentheses	x	x	Order of operations (no exponents)	
1286	equivalent-ratios-in-the-real-world	equivalent-ratio-word-problems--basic-	x	x	Equivalent ratios in the real world	
1287	identify-symmetrical-figures	axis_of_symmetry	x	x	Identify symmetrical figures	
1288	stretch-and-shrink-absolute-value-graphs	shift-absolute-value-graphs	x	x	Scale & reflect absolute value graphs	
1289	washer-method-other-axes	the-washer-method; disc-method-other-axes	x	x	Washer method:  revolving around other axes	
1290	secants-and-average-rate-of-change	recognizing_slope	x	x	Secant lines & average rate of change	
1291	sigma-notation	evaluating-basic-sigma-notation	x	x	Summation notation	
1292	find-volume-by-multiplying-area-of-base-times-height	volume-formula-intuition	x	x	Volume by multiplying area of base times height	
1293	missing-number-within-20--add-and-subtract-	addition_2; subtraction_2	x	x	Find missing number (add and subtract within 20)	
1294	negative-symbol-as-opposite	number-opposites	x	x	Negative symbol as opposite	
1295	part-part-whole-ratios	equivalent-ratios	x	x	Part-part-whole ratios	
1296	exponential-growth-vs-decay	graphing-exponential-growth-intro	x	x	Exponential growth vs. decay	
1297	analyzing-related-rates-problems-equations	analyzing-related-rates-problems-expressions	x	x	Analyzing related rates problems:  equations	
1298	conditions-for-mvt--graph	conditions-for-ivt-and-evt-table	x	x	Conditions for MVT:  graph	
1299	compare-constants-of-proportionality	constant-of-proportionality-from-graphs; constant-of-proportionality-from-tables; constant-of-proportionality-from-equations	x	x	Compare constants of proportionality	
1300	signs-of-expressions	number-opposites; adding_negative_numbers; adding_and_subtracting_negative_numbers	x	x	Signs of expressions	
1301	divide-fractions-by-whole-numbers	dividing_fractions_0.5	x	x	Divide fractions by whole numbers	
1302	equivalent-representations-of-percent-problems	converting_percents_to_decimals; converting-between-fractions-and-percents	x	x	Equivalent representations of percent problems	
1303	write-fraction-addition-problems-with-common-denominators--denominators-of-10-and-100-	equivalent-fractions-with-denominators-of-10-and-100	x	x	Equivalent expressions with common denominators (denominators 10 & 100)	
1304	volume-and-surface-area-word-problems	volume_1; surface-areas	x	x	Volume and surface area word problems	
1305	compare-decimals-word-problems	comparing_decimals_2	x	x	Compare decimals word problems	
1306	exponents-in-expressions	exponents	x	x	Variable expressions with exponents	
1307	exponential-vs-linear-growth	geometric_sequences_2	x	x	Exponential vs. linear growth	
1308	limits-of-combined-functions-sums	connecting-limits-and-graphical-behavior	x	x	Limits of combined functions:  sums and differences	
1309	mapping-shapes	transformation-preserved-properties; performing-translations-on-the-coordinate-plane; performing-reflections-on-the-coordinate-plane; performing-rotations-on-the-coordinate-plane	x	x	Mapping shapes	
1310	finding-missing-factors--1-digit-multiplication-	multiplication_0.5; division_0.5	x	x	Find missing factors (1-digit multiplication)	
1311	explore-behaviors-of-implicit-relations	second-derivatives-implicit-equations; analyze-points-of-inflection-algebraic	x	x	Tangents to graphs of implicit relations	
1312	2-step-estimation-word-problems	multiplication-and-division-word-problems--within-100-; rounding-to-the-nearest-ten-or-hundred	x	x	2-step estimation word problems	
1313	constant-of-proportionality-from-graphs	unit-rates	x	x	Constant of proportionality from graphs	
1314	writing-linear-functions-word-problems	graphing-linear-functions-word-problems	x	x	Writing linear functions word problems	
1315	quadratic-word-problems-vertex-form	graphing_parabolas_1	x	x	Quadratic word problems (vertex form)	
1316	estimate-multi-digit-division-problems	dividing-by-taking-out-factors-of-10	x	x	Estimate multi-digit division problems	
1317	interpret-two-step-equation-word-problems	linear_equations_2	x	x	Interpret two-step equation word problems	
1318	evaluate-functions-from-graph	evaluate-functions	x	x	Evaluate functions from their graph	
1319	divide-powers	exponents; multiply-powers	x	x	Divide powers	
1320	indirect-measurement	order-by-length; which-has-more-	x	x	Indirect measurement	
1321	negative-signs-in-fractions--with-variables-	negative-signs-in-numerators-and-denominators	x	x	Negative signs in fractions (with variables)	
1322	translate-one-step-equations-and-solve--basic-	one_step_equations; linear_equations_1	x	x	Translate one-step equations and solve	
1323	u-substitution-defining-u	evaluating-definite-integrals-2	x	x	𝘶-substitution:  defining 𝘶	
1324	understand-subtraction-as-adding-the-opposite	signs-of-sums; adding_negative_numbers	x	x	Understand subtraction as adding the opposite	
1325	graph-a-2-variable-relationship	write-a-2-variable-relationship; create-a-table-or-coordinates-from-a-given-rule; identify-points-on-a-line	x	x	Graphs of rules that relate 2 variables	
1326	linear-equations-word-problems	evaluate-functions	x	x	Linear equations word problems	
1327	identify-transformations	polygons-in-the-coordinate-plane	x	x	Identify transformations	
1328	dividing-negative-numbers	division_0.5	x	x	Dividing negative numbers	
1329	avg-rate-of-change-graphs-tables	interpret-features-func-2	x	x	Average rate of change:  graphs & tables	
1330	equivalent-ratios	representing-ratios	x	x	Equivalent ratios	
1331	ratios-and-units-of-measurement	ratio_word_problems	x	x	Ratios and units of measurement	
1332	divide-whole-numbers-by-fractions	dividing_fractions	x	x	Divide whole numbers by fractions	
1333	continuity-at-a-point-algebraic	analyze-continuity-at-a-point-graphically	x	x	Continuity at a point (algebraic)	
1334	subtract-decimals-visually	decimal-intuition-with-grids; estimating-with-subtracting-decimals	x	x	Subtract decimals visually	
1335	interpreting-definite-integrals-in-context	analyzing-motion-problems-integral-calc	x	x	Interpreting definite integrals in context	
1336	manipulating-functions-before-differentiation	differentiating-functions--find-the-error	x	x	Manipulating functions before differentiation	
1337	zero-product-property	factoring_polynomials_by_grouping_1	x	x	Zero product property	
1338	identify-geometric-solids--3d-figures-	recognizing-shapes; identify-parts-of-3d-shapes	x	x	Identify geometric solids (3D shapes)	
1339	differentiate-polar-functions	second-derivatives-parametric-functions	x	x	Differentiate polar functions	
1340	factor-quadratics-sp	factoring-polynomials; multiply-binomials-coefficient	x	x	Warmup:  factoring quadratics intro	
1341	definite-integral-properties-2	properties-of-integrals	x	x	Definite integrals over adjacent intervals	
1342	implicit-differentiation-of-related-functions	implicit-differentiation	x	x	Differentiate related functions	
1343	intro-to-percents	decimal-intuition-with-grids	x	x	Intro to percents	
1344	interpret-constants-of-proportionality-	constant-of-proportionality-from-tables; constant-of-proportionality-from-graphs; constant-of-proportionality-from-equations	x	x	Interpret constants of proportionality	
1345	patterns-with-even-and-odd	addition_3	x	x	Patterns with even and odd	
1346	determine-reflections	performing-reflections-on-the-coordinate-plane; defining-rotations	x	x	Determine reflections	
1347	represent-2-step-word-problems-using-equations	letters-and-symbols-in-multiplication-and-division-equations; multiplication-and-division-word-problems--within-100-	x	x	Represent 2-step word problems with equations	
1348	represent-multi-step-word-problems-using-equations	arithmetic_word_problems; letters-and-symbols-in-multiplication-and-division-equations	x	x	Represent multi-step word problems using equations	
1349	volume-of-cylinders--spheres--and-cones-word-problems	volume-of-spheres; volume-of-cones; volumes-of-cones--cylinders--and-spheres	x	x	Volume of cylinders spheres and cones word problems	
1350	analyzing-related-rates-problems-expressions	applications-of-differentiation-in-biology--economics--physics--etc; applications-of-derivatives--motion-along-a-line	x	x	Analyzing related rates problems:  expressions	
1351	creating-tables-to-approximate-limits	connecting-limits-and-graphical-behavior	x	x	Creating tables for approximating limits	
1352	explore-scale-copies	understand-equivalent-ratios	x	x	Explore scale copies	
1353	compare-multi-digit-numbers-word-problems	comparing-multi-digit-numbers	x	x	Compare multi-digit numbers word problems	
1354	estimate-multi-digit-multiplication-problems	multiplying-by-taking-out-factors-of-10	x	x	Estimate multi-digit multiplication problems	
1355	evaluate-functions	linear_equations_3	x	x	Evaluate functions	
1356	rotate-points--basic-	defining-translations; measuring_angles	x	x	Rotate points (basic)	
1357	create-two-variable-equations-from-real-world-contexts	complete-a-table-from-a-two-variable-equation; equations-in-one-variable-1; writing_expressions_1	x	x	Relationships between quantities in equations and graphs	
1358	analyzing-discontinuities-graphical	connecting-limits-and-graphical-behavior	x	x	Classify discontinuities	
1359	volume-of-cones	area_of_a_circle; volume_1	x	x	Volume of cones	
1360	angle-basics	recognizing_rays_lines_and_line_segments	x	x	Angle basics	
1361	relative-position	naming-shapes	x	x	Relative position	
1362	use-area-of-squares-to-visualize-pythagorean-theorem	area_of_triangles_1; area_of_squares_and_rectangles	x	x	Use area of squares to visualize Pythagorean theorem	
1363	derivatives-of-ex-and-lnx	differentiate-radical-functions-intro	x	x	Derivatives of 𝑒ˣ and ln(x)	
1364	powers-of-products-and-quotients	multiply-powers; powers-of-powers; divide-powers	x	x	Powers of products & quotients	
1365	analyzing-motion-problems-integral-calc	u-substitution--definite-integrals; applications-of-derivatives--motion-along-a-line	x	x	Analyzing motion problems (integral calculus)	
1366	meaning-of-the-derivative-in-context	differentiability-at-a-point-algebraic	x	x	Interpreting the meaning of the derivative in context	
1367	multiplication-and-division-word-problems--within-100-	multiplication_0.5; division_0.5	x	x	Multiplication and division word problems (within 100)	
1368	integration-using-completing-the-square	integration-by-u-substitution	x	x	Integration using completing the square	
1369	corresponding-sides-and-points-in-scale-drawings	understand-equivalent-ratios; explore-scale-copies	x	x	Corresponding sides and points	
1370	estimate-derivatives-from-tables	the-formal-and-alternate-form-of-the-derivative	x	x	Estimate derivatives	
1371	interpreting-behavior-of-antiderivative-of-f-from-the-graph-of-f	the-fundamental-theorem-of-calculus	x	x	Interpreting the behavior of accumulation functions	
1372	round-whole-numbers-word-problems	rounding_whole_numbers	x	x	Round whole numbers word problems	
1373	one-step-equations-with-negatives--add---subtract-	adding_negative_numbers; adding_and_subtracting_negative_numbers; one_step_equations	x	x	One-step equations with negatives (add & subtract)	
1374	make-bar-graphs-1	solving-problems-with-bar-graphs-1	x	x	Make bar graphs 1	
1375	logistic-differential-equation	diff-eq-exponential-models-word-problems	x	x	Differential equations:  logistic model word problems	
1376	differentiate-composite-functions-intro	identify-composite-functions; differentiate-basic-trigonometric-functions	x	x	Chain rule intro	
1377	estimate-center-using-histograms	reading-histograms	x	x	Estimate center using histograms	
1378	relate-scale-drawings-to-area	interpreting-scale-drawings	x	x	Relate scale drawings to area	
1379	surface-area-word-problems	surface-areas	x	x	Surface area word problems	
1380	area-bounded-by-polar-curves-intro	volumes-with-square-and-rectangle-cross-sections	x	x	Area bounded by polar curves intro	
1381	intro-to-factoring-perfect-squares	finding-special-products; factoring_polynomials_by_grouping_1	x	x	Perfect squares intro	
1382	create-double-number-lines	representing-ratios	x	x	Create double number lines	
1383	continuous-functions--graphs	analyze-continuity-at-a-point-graphically	x	x	Continuity over an interval	
1384	one-sided-limits-from-tables	one-sided-limits-from-graphs	x	x	One-sided limits from tables	
1385	estimate-to-add-multi-digit-whole-numbers-	rounding-to-the-nearest-ten-or-hundred; addition_3	x	x	Estimate to add and subtract multi-digit whole numbers	
1386	find-surface-area-by-adding-areas-of-faces	surface-area; nets-of-3d-figures	x	x	Find surface area by adding areas of faces	
1387	find-length-when-given-area-of-a-triangle	area_of_triangles_1	x	x	Find missing length when given area of a triangle	
1388	limits-at-infinity-graphical	unbounded-limits-graphical	x	x	Limits at infinity:  graphical	
1389	quadratic-word-problems-factored-form	graph-quadratic-functions-in-factored-form	x	x	Quadratic word problems (factored form)	
1390	one-step-equations-with-negatives--multiply---divide-	multiplying_and_dividing_negative_numbers; linear_equations_1	x	x	One-step equations with negatives (multiply & divide)	
1391	use-pythagorean-theorem-to-find-area-and-perimeter	pythagorean_theorem_1	x	x	Use Pythagorean theorem to find perimeter	
1392	tangents-to-polar-curves	differentiate-polar-functions	x	x	Tangents to polar curves	
1393	percents-from-fraction-models	intro-to-percents	x	x	Percents from fraction models	
1394	converting-fraction-to-percents	relate-fractions--decimals--and-percents	x	x	Convert fractions to percents	
1395	round-decimals-word-problems	rounding_numbers; rounding-decimals-using-a-number-line	x	x	Round decimals word problems	
1396	lhopitals-rule-inf	lhopitals_rule	x	x	L'Hôpital's rule:  ∞/∞	
1397	rate-conversion	linear-equation-world-problems-2	x	x	Rate conversion	
1398	identify-quadrilaterals	recognizing-shapes	x	x	Identify quadrilaterals	
1399	understand-equivalent-ratios	equivalent-ratios	x	x	Understand equivalent ratios in the real world	
1400	find-missing-side-when-given-area-of-a-parallelogram	area_of_parallelograms	x	x	Find missing length when given area of a parallelogram	
1401	taylor-polynomial-approximation	finding-taylor-series	x	x	Lagrange error bound	
1402	greatest-common-factor-of-monomials	factoring-monomials	x	x	Greatest common factor of monomials	
1403	ratios-with-double-number-lines	create-double-number-lines	x	x	Ratios with double number lines	
1404	area-of-right-triangles	find-base-and-height-on-a-triangle	x	x	Area of right triangles	
1405	selecting-procedures-for-calculating-limits-2	conditions-for-using-direct-substitution	x	x	Next steps after indeterminate form (finding limits)	
1406	limits-intro	comparing-features-of-functions-2	x	x	Limits intro	
1407	area-and-perimeter-on-the-coordinate-plane	drawing-polygons	x	x	Area and perimeter on the coordinate plane	
1408	find-base-and-height-on-a-triangle	area-of-squares-and-rectangles; recognizing-shapes	x	x	Find base and height on a triangle	
1409	estimate-lengths--us-customary-units-	measuring-lengths-2	x	x	Estimate lengths (US Customary units)	
1410	determine-absolute-or-conditional-convergence	ratio-test	x	x	Determine absolute or conditional convergence	
1411	analyze-functions-calculator-active	analyze-points-of-inflection-algebraic	x	x	Analyze functions (calculator-active)	
1412	complementary-and-supplementary-angles--no-visual-	complementary_and_supplementary_angles	x	x	Complementary and supplementary angles (no visual)	
1413	tax-and-tip-word-problems	markup_and_commission_word_problems	x	x	Tax and tip word problems	
1414	identify-proportional-relationships-from-graphs	analyzing-and-identifying-proportional-relationships-2	x	x	Identify proportional relationships from graphs	
1415	planar-motion-integral-calc	particle-motion; planar-motion-differential-calc	x	x	Planar motion (with integrals)	
1416	exponential-model-equations	separable-differential-equations	x	x	Differential equations:  exponential model equations	
1417	time-differences--over-the-hour-	telling_time; telling_time_0.5	x	x	Time differences	
1418	interpret-multiplying-fraction-and-whole-number-word-problems	multiplying-fractions-and-whole-numbers-word-problems	x	x	Interpret multiplying fraction and whole number word problems	
1419	metric-conversions-word-problems	converting-larger-units-to-smaller-units--milliliters-and-liters-; converting-larger-units-to-smaller-units--millimeters--centimeters--meters--and-kilometers-; converting-larger-units-to-smaller-units--grams-and-kilograms-	x	x	Metric conversions word problems	
1420	dilations-preserved-properties	dilations	x	x	Dilations and properties	
1421	unit-rates	equivalent-ratios	x	x	Unit rates	
1422	ratios-with-tape-diagrams	representing-ratios	x	x	Ratios with tape diagrams	
1423	telling-time-on-the-number-line	telling-time-to-the-nearest-minute	x	x	Telling time on the number line	
1424	volumes-with-triangles-and-semicircles-cross-sections	volumes-with-square-and-rectangle-cross-sections	x	x	Volumes with cross sections:  triangles and semicircles	
1425	tell-time-to-hour-or-half-hour	addition_3; measuring-lengths-1	x	x	Tell time to hour or half hour	
1426	relate-repeated-addition-to-multiplication	meaning-of-multiplication; repeated-addition	x	x	Relate repeated addition to multiplication	
1427	identify-composite-functions	evaluate-composite-functions-from-formulas	x	x	Identify composite functions	
1428	conditions-for-ivt-and-evt-table	intermediate-value-theorem	x	x	Justification with the intermediate value theorem	
1429	create-equations-to-solve-for-missing-angles	find-missing-angles	x	x	Create equations to solve for missing angles	
1430	scale-factor-in-scale-drawings	corresponding-sides-and-points-in-scale-drawings	x	x	Identify scale factor in scale drawings	
1431	applications-of-integration-calculator-active	indefinite-integrals; average-value-of-a-function; particle-motion; net-change-algebraic	x	x	Contextual and analytical applications of integration (calculator-active)	
1432	divide-mixed-numbers	dividing_fractions_1.5	x	x	Divide mixed numbers	
1433	scale-copies	identify-scale-copies	x	x	Scale copies	
1434	pythagorean-theorem-word-problems--basic	pythagorean_theorem_1; use-pythagorean-theorem-to-find-side-lengths-on-isosceles-triangles	x	x	Pythagorean theorem word problems	
1435	finding-area-with-fundamental-theorem-of-calculus	second-fundamental-theorem-of-calculus; definite-integral-properties-2	x	x	The fundamental theorem of calculus and definite integrals	
1436	constant-of-proportionality-from-equations	unit-rates	x	x	Constant of proportionality from equations	
1437	decompose-figures-to-find-volume--unit-cubes-	volume_with_unit_cubes; volume_1	x	x	Decompose figures to find volume (unit cubes)	
1438	limit-comparison-test	direct-and-limit-comparison-tests	x	x	Limit comparison test	
1439	multiply-binomials-area-model	finding-the-product-of-a-monomial-and-a-polynomial	x	x	Multiply binomials:  area model	
1440	identify-scale-copies	corresponding-sides-and-points-in-scale-drawings; explore-scale-copies	x	x	Identify scale copies	
1441	graphs-of-inequalities	testing-solutions-to-inequalities--basic-	x	x	Graphing basic inequalities	
1442	exponential-expressions-word-problems-algebraic	understanding-linear-and-exponential-models	x	x	Exponential expressions word problems (algebraic)	
1443	read-line-plots	solving-problems-with-line-plots-1	x	x	Read line plots (data with fractions)	
1444	us-customary-conversion-word-problems	converting-larger-units-to-smaller-units--inches--feet--yards--and-miles-; converting-larger-units-to-smaller-units--cups--pints--quarts--and-gallons-; converting-larger-units-to-smaller-units--ounces-and-pounds-	x	x	US customary conversion word problems	
1445	equivalent-expressions-with-negative-numbers-and-varables	integer-addition-and-subtraction; negative-number-addition-and-subtraction-equivalent-expressions	x	x	Equivalent expressions with negative numbers and variables	
1446	decimals-on-the-number-line--hundredths-0-1	decimals_on_the_number_line_1	x	x	Decimals on the number line:  hundredths 0-0.1	
1447	quadratics-by-taking-square-roots-with-steps	understanding-the-equation-solving-process	x	x	Quadratics by taking square roots:  with steps	
